Nombre,Área_Oficial__Ha_,centroid_x,centroid_y,Categoría,Territorial
Matabrava,4043.56088602,-71.71956579,5.18523636,Reserva Natural de la Sociedad Civil, 
Mano de Oso,1.40057588,-75.47991276,6.18937273,Reserva Natural de la Sociedad Civil, 
Rondalla,27.66615036,-76.53476507,3.93610586,Reserva Natural de la Sociedad Civil, 
La Raquelita,28.95514724,-75.92518341,3.92322579,Reserva Natural de la Sociedad Civil, 
De Las Aves El Pangan,50.00000081,-78.10133631,1.30003397,Reserva Natural de la Sociedad Civil, 
El Porvenir,13.16146459,-76.53070865,2.5003171,Reserva Natural de la Sociedad Civil, 
El Tesoro,14.30936381,-76.67706027,3.74156882,Reserva Natural de la Sociedad Civil, 
Santurbán Salazar de las Palmas,19080.07379135,-72.92530471,7.73786467,Parques Naturales Regionales, 
"Acandí, Playón, Playona, San Francisco y Cabo Tiburón",89260.90774039,-77.1695849,8.53817389,Santuario de Fauna y Flora,Territorial Caribe
El Palomar,772.03033282,-75.14882223,10.76311877,Reservas Forestales Protectoras Regionales, 
Humedales de Gualí Tres Esquinas y Lagunas del Funzhé,1188.28605158,-74.18909295,4.70658357,Distritos Regionales de Manejo Integrado, 
Cañón de Río Grande,10703.23341974,-76.58791468,3.74978579,Distritos de Conservación de Suelos, 
El Vesubio,318.91693846,-76.14180144,3.66518442,Reserva Natural de la Sociedad Civil, 
La Voluntad De Dios,18.95972019,-76.10092077,3.62201572,Reserva Natural de la Sociedad Civil, 
Caño Viejo,3978.39408736,-71.74628269,5.11604655,Reserva Natural de la Sociedad Civil, 
Nukuma,31.99813907,-74.06753549,5.06019498,Reserva Natural de la Sociedad Civil, 
Los Gavanes,61.94387986,-71.70554727,5.44510161,Reserva Natural de la Sociedad Civil, 
Jabiru,637.38876548,-74.84494052,5.06796872,Reserva Natural de la Sociedad Civil, 
San Gabriel,0.7104207,-77.14644087,1.16115675,Reserva Natural de la Sociedad Civil, 
Nakaima,1.92195371,-74.50335451,4.33671117,Reserva Natural de la Sociedad Civil, 
Mina San Pacho,2.02695029,-75.53373033,4.6746235,Reserva Natural de la Sociedad Civil, 
Palmeras,804.45920578,-70.81366453,5.35049651,Reserva Natural de la Sociedad Civil, 
Buenaventura,814.99085111,-70.77323433,5.33124662,Reserva Natural de la Sociedad Civil, 
Santa Inés,28.49720574,-76.07288151,4.10885404,Reserva Natural de la Sociedad Civil, 
Refugio Guajiro,13.65753355,-73.20465701,11.3346889,Reserva Natural de la Sociedad Civil, 
Los Mangos,43.2130788,-71.62690916,5.40143415,Reserva Natural de la Sociedad Civil, 
Refugio Corazones Verdes,6.03533896,-76.54966456,3.57877773,Reserva Natural de la Sociedad Civil, 
Monte Heliconia,16.68011466,-75.14281554,2.90876108,Reserva Natural de la Sociedad Civil, 
Conjunto de Reservas Naturales de Sumicol S.A. La Cabaña,39.55095821,-73.4862975,5.76063446,Reserva Natural de la Sociedad Civil, 
Parque Ecológico Samuel Alvarez Velez,7.51253602,-76.55547162,3.55760631,Reserva Natural de la Sociedad Civil, 
Marcella,164.58216786,-71.7061223,5.42796424,Reserva Natural de la Sociedad Civil, 
El Arrullo,22.68075915,-75.98587423,1.30440164,Reserva Natural de la Sociedad Civil, 
La Cosmopolitana,13.90293849,-73.49209444,4.22293293,Reserva Natural de la Sociedad Civil, 
Bosque Seco El Ceibal Mono Tití,416.14446672,-75.24021585,10.63664192,Parques Naturales Regionales, 
Rivello,45.02668046,-73.22085547,11.3212699,Reserva Natural de la Sociedad Civil, 
Finca Agroecológica El Paraíso,238.85101558,-74.2831767,6.45150695,Reserva Natural de la Sociedad Civil, 
El Vergel,16.19126262,-76.25449416,4.74438209,Reserva Natural de la Sociedad Civil, 
El Argel,267.12653759,-75.90845327,4.03463638,Reserva Natural de la Sociedad Civil, 
Veraguas,9.96348298,-75.10705483,2.91585798,Reserva Natural de la Sociedad Civil, 
Sacha Mama,3.25223491,-75.58742069,4.60947215,Reserva Natural de la Sociedad Civil, 
La Palmita,602.45988406,-71.60643599,5.43181544,Reserva Natural de la Sociedad Civil, 
Vigo,44.56363885,-73.22587351,11.31923254,Reserva Natural de la Sociedad Civil, 
De las Aves Cucarachero Chicamocha - Predio Lagunetas,522.28631033,-73.20666714,6.81896036,Reserva Natural de la Sociedad Civil, 
Romoral,77.06489861,-75.59796169,1.38489993,Reserva Natural de la Sociedad Civil, 
Posada Amazonía,19.09084402,-75.71384919,1.55910548,Reserva Natural de la Sociedad Civil, 
Páramo -  La Floresta,321.90983311,-73.32160796,6.818443,Reserva Natural de la Sociedad Civil, 
La Palomera,8.08168819,-76.52737866,2.49826113,Reserva Natural de la Sociedad Civil, 
Maindes,29.32558698,-78.05915679,1.29478917,Reserva Natural de la Sociedad Civil, 
Área Marina Protegida de la Reserva de Bíosfera Seaflower,6214107.3068246,-81.04853421,13.73959436,Distritos Nacionales de Manejo Integrado,Territorial Caribe
La Montaña,1914.45930441,-74.85425999,6.47363293,Reservas Forestales Protectoras Regionales, 
La Esperanza,59.0098404,-73.22158326,11.31649329,Reserva Natural de la Sociedad Civil, 
La Selva,64.84764945,-75.41779871,6.13535334,Distritos Regionales de Manejo Integrado, 
Hacienda El Triunfo,7420.22304436,-74.80383454,5.1350065,Reserva Natural de la Sociedad Civil, 
Pachamama,3.05247362,-74.08963872,11.10740717,Reserva Natural de la Sociedad Civil, 
La Pedregoza,459.9864839,-67.71023571,6.089742,Reserva Natural de la Sociedad Civil, 
La Judea IV,72.2042291,-75.90744023,3.98100391,Reserva Natural de la Sociedad Civil, 
La Floresta,6.39154988,-73.46424847,5.76501343,Reserva Natural de la Sociedad Civil, 
El Porvenir,2.09698972,-76.74632883,2.92050096,Reserva Natural de la Sociedad Civil, 
Jikuri,123.5942936,-73.90148332,4.77391821,Reserva Natural de la Sociedad Civil, 
San Alfonso,196.70258858,-76.68813204,3.72543814,Reserva Natural de la Sociedad Civil, 
Bahía Portete - Kaurrele,14055.15961072,-71.92308174,12.21270635,Parque Nacional Natural,Territorial Caribe
Bosque La Linda,29.73747647,-75.36264051,4.25005691,Reserva Natural de la Sociedad Civil, 
Rancho Camaná,1.73345297,-73.56151351,4.28454489,Reserva Natural de la Sociedad Civil, 
Paway,8.96197936,-76.63094444,1.08774944,Reserva Natural de la Sociedad Civil, 
Mesetas de Versalles,414.3781222,-72.08447766,5.83919733,Reserva Natural de la Sociedad Civil, 
Corocito,187.53455779,-71.5439559,4.6906624,Reserva Natural de la Sociedad Civil, 
Santana,1226.44788094,-69.67908234,5.23806934,Reserva Natural de la Sociedad Civil, 
La Huella De Juan y María,9.26566428,-75.74586745,5.83579109,Reserva Natural de la Sociedad Civil, 
Estrella Hídrica de Caldas,23971.98967218,-75.39723634,5.20145218,Distritos Regionales de Manejo Integrado, 
El Puente,3.43486284,-77.44323952,1.1549304,Reserva Natural de la Sociedad Civil, 
La Esperanza,14.4274287,-75.96179132,1.39084773,Reserva Natural de la Sociedad Civil, 
Laguna Paujil ‘Tr Wog’,921.8810342,-67.94857637,3.84616015,Distritos Regionales de Manejo Integrado, 
El Cachicamo,1241.79113191,-69.64703291,5.24688364,Reserva Natural de la Sociedad Civil, 
Cochahuaira,2.46972356,-73.52275568,5.72762976,Reserva Natural de la Sociedad Civil, 
Hacienda Rioblanco,24339.15911025,-76.68313748,3.92590298,Reserva Natural de la Sociedad Civil, 
Furatena,6.48128316,-73.52148338,5.73362096,Reserva Natural de la Sociedad Civil, 
Buenavista,6.25379942,-73.53294762,5.72687,Reserva Natural de la Sociedad Civil, 
Halcón Colorado Lote 1,10.01173846,-73.65492515,4.18995668,Reserva Natural de la Sociedad Civil, 
La María,83.50042986,-75.08258437,4.81888621,Reserva Natural de la Sociedad Civil, 
Bellavista,13.69252895,-76.17952304,4.81362299,Reserva Natural de la Sociedad Civil, 
Timbiqui,12.49671398,-76.05539877,4.11737558,Reserva Natural de la Sociedad Civil, 
El Retiro,192.72071837,-76.28383856,4.66858625,Reserva Natural de la Sociedad Civil, 
Tana-Ima,27.74691293,-75.64107207,3.88758685,Reserva Natural de la Sociedad Civil, 
Nirvana De Chikao,5.12000721,-76.44437628,3.70337095,Reserva Natural de la Sociedad Civil, 
De Las Aves Loro Orejiamarillo- Segunda Fase,128.53567805,-75.79633742,5.54161671,Reserva Natural de la Sociedad Civil, 
El Gavilán,1224.87569824,-69.72775941,5.25918178,Reserva Natural de la Sociedad Civil, 
Rancho Paravare II,500.33797275,-71.17729286,4.89429327,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi predio La Esperanza,47.6855832,-73.48950829,7.00731251,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi Buenos Aires,85.97384425,-73.49089906,7.00040843,Reserva Natural de la Sociedad Civil, 
Pauxi Pauxi predio La Colina,30.00006538,-73.49614964,7.00477037,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi predio La Pradera,25.00333238,-73.49739229,7.00759902,Reserva Natural de la Sociedad Civil, 
Pauxi Pauxi Las Flores y El Porvenir,94.85829815,-73.47399725,6.98439171,Reserva Natural de la Sociedad Civil, 
Pauxi Pauxi El Guadual,38.33473649,-73.45531148,6.96169828,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi predio Agua Linda,47.2707807,-73.49294515,7.01239233,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi predio El Nogal,12.00792159,-73.49588482,7.01679465,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi predio Dos Quebradas,11.89739521,-73.49459367,7.0275234,Reserva Natural de la Sociedad Civil, 
Pauxi pauxi predio La Ceiba,12.00514426,-73.49541789,7.02214369,Reserva Natural de la Sociedad Civil, 
Cuchillas Negra y Guanaque,19300.88084754,-73.28008676,4.89090588,Distritos Regionales de Manejo Integrado, 
La Campana,1251.76021373,-67.52743028,6.07793219,Reserva Natural de la Sociedad Civil, 
Pauxi Pauxi Predio La Fortuna,48.29653289,-73.4685774,6.97705576,Reserva Natural de la Sociedad Civil, 
El Carare,13.56292765,-76.7202797,3.56099626,Reserva Natural de la Sociedad Civil, 
La Reforma,218.9780815,-71.67561927,4.81566216,Reserva Natural de la Sociedad Civil, 
El Carare II,11.82387679,-76.72370039,3.5640984,Reserva Natural de la Sociedad Civil, 
Yarumal,7.06580818,-76.13198272,3.4952565,Reserva Natural de la Sociedad Civil, 
Montevideo,46.6730335,-76.15100697,4.80155681,Reserva Natural de la Sociedad Civil, 
La India,31.40245471,-76.34631193,4.50866029,Reserva Natural de la Sociedad Civil, 
Club Campestre de Cali,125.21260443,-76.54869334,3.36636855,Reserva Natural de la Sociedad Civil, 
Matohes,5.74041546,-73.64477403,5.10029004,Reserva Natural de la Sociedad Civil, 
El Laguito,6.60081713,-76.235549,4.69993398,Reserva Natural de la Sociedad Civil, 
Los Musos,112.05354991,-71.55658086,4.68993178,Reserva Natural de la Sociedad Civil, 
Hacienda El Cequión,1687.65077054,-73.34416375,11.24678786,Reserva Natural de la Sociedad Civil, 
Los Volcanes,27.00083409,-76.73022183,3.55229257,Reserva Natural de la Sociedad Civil, 
La Ventana,1293.55123371,-67.46061671,6.03485391,Reserva Natural de la Sociedad Civil, 
El Manantial,11.12466397,-76.19218096,4.80459929,Reserva Natural de la Sociedad Civil, 
El Pañuelo,1293.77812062,-67.51026225,6.101571,Reserva Natural de la Sociedad Civil, 
El Tambor,600.60944568,-74.80391818,5.17233959,Reserva Natural de la Sociedad Civil, 
Esperanza del Mayo,158.4754217,-77.31237174,1.70317692,Parques Naturales Regionales, 
Verdeyaco el Oxigeno,293.19888841,-76.49896678,1.39062264,Reservas Forestales Protectoras Regionales, 
De las aves Pauxi Pauxi- predio Buena Vista,71.60535897,-73.45712843,6.95519879,Reserva Natural de la Sociedad Civil, 
El Vergel,3.12690478,-75.12612946,2.85565396,Reserva Natural de la Sociedad Civil, 
El Recreo,5.0043664,-76.23022117,4.78552801,Reserva Natural de la Sociedad Civil, 
El Arrayán,15.11905714,-76.26522557,4.68003851,Reserva Natural de la Sociedad Civil, 
La Esmeralda,95.74185131,-76.0783754,3.72058958,Reserva Natural de la Sociedad Civil, 
La Aldea,93.96136859,-76.27947626,4.28487928,Reserva Natural de la Sociedad Civil, 
La Esperanza,87.61676142,-76.19684849,4.80235782,Reserva Natural de la Sociedad Civil, 
La Nevera,53.90004864,-75.79843415,5.54733692,Reserva Natural de la Sociedad Civil, 
La Vuelta,11.93496161,-76.26133573,4.68205959,Reserva Natural de la Sociedad Civil, 
Masada,9.02121575,-76.63160046,3.64646003,Reserva Natural de la Sociedad Civil, 
Esparta,24.29369243,-76.63673535,3.67234005,Reserva Natural de la Sociedad Civil, 
El Pajonal,23.42289122,-73.99607252,5.13427622,Reserva Natural de la Sociedad Civil, 
Los Tananeos,137.32051368,-73.05776948,10.38127297,Reserva Natural de la Sociedad Civil, 
Las 3R´s,15.97864844,-76.57110058,3.75672729,Reserva Natural de la Sociedad Civil, 
Yurumí,792.64463937,-72.51993255,4.10997808,Reserva Natural de la Sociedad Civil, 
Aves del Tequendama,7.09241811,-74.38232462,4.55839286,Reserva Natural de la Sociedad Civil, 
"Laureles, Maracaibo y las Delicias",92.74695823,-73.4481458,4.47834213,Reservas Forestales Protectoras Regionales, 
Hacienda Esmeraldas,665.04742874,-75.52122189,1.30531784,Reserva Natural de la Sociedad Civil, 
Villa Andrea,11.88906519,-76.33332775,3.32235939,Reserva Natural de la Sociedad Civil, 
El Fuerte,58.21706786,-76.06799599,3.6595154,Reserva Natural de la Sociedad Civil, 
Terrazas de Loma Escondida,14.06529447,-75.20624669,2.93836551,Reserva Natural de la Sociedad Civil, 
Yarumal,31.60093894,-76.13840272,2.17675952,Reserva Natural de la Sociedad Civil, 
Manguare,1268.34904011,-72.30743858,3.59383301,Reserva Natural de la Sociedad Civil, 
Las Brisas,23.98977367,-76.0691446,3.65488531,Reserva Natural de la Sociedad Civil, 
Los Cauchos,179.15730942,-76.06560871,3.72321362,Reserva Natural de la Sociedad Civil, 
Verde Esperanza,157.31609859,-76.07476042,3.74097185,Reserva Natural de la Sociedad Civil, 
San Martín,0.21202084,-77.35073697,1.16514376,Reserva Natural de la Sociedad Civil, 
La Cochinito,31.70773351,-71.97797135,5.89620271,Reserva Natural de la Sociedad Civil, 
EL Tesoro,10.3209919,-76.26310883,4.68034625,Reserva Natural de la Sociedad Civil, 
La Cascada,48.38378888,-76.26925523,4.70155542,Reserva Natural de la Sociedad Civil, 
Providencia,42.84224355,-76.13469335,2.16142104,Reserva Natural de la Sociedad Civil, 
Playas,6245.87664921,-74.96549905,6.31683821,Reservas Forestales Protectoras Regionales, 
Corredor de las Alegrias,10074.9539463,-75.99711282,6.35634316,Parques Naturales Regionales, 
Cañones de los ríos Melcocho y Santo Domingo,26533.50129026,-75.23624587,5.93416293,Reservas Forestales Protectoras Regionales, 
Cerros de San Nicolás,3559.55345589,-75.38701555,5.98382803,Distritos Regionales de Manejo Integrado, 
"Cuchillas de el Tigre, el Calón y la Osa",30860.33229538,-75.02493947,5.79981005,Reservas Forestales Protectoras Regionales, 
Cuervos,501.61220227,-75.04639112,6.31213539,Distritos Regionales de Manejo Integrado, 
El Capiro,471.92034915,-75.39840169,6.06899929,Distritos Regionales de Manejo Integrado, 
La Tebaida,7414.89051184,-75.02723921,6.08169206,Reservas Forestales Protectoras Regionales, 
Camelias,12718.26094748,-75.05557633,6.21632859,Distritos Regionales de Manejo Integrado, 
Cuchilla los Cedros,2062.70597531,-75.24964403,6.16566901,Distritos Regionales de Manejo Integrado, 
San Miguel,8354.00085076,-75.55402619,6.03652148,Distritos Regionales de Manejo Integrado, 
Sistema Viaho Guayabal,5319.8897346,-75.24693189,6.07500332,Distritos Regionales de Manejo Integrado, 
Yeguas,1433.04974277,-75.39656845,5.8213233,Reservas Forestales Protectoras Regionales, 
Ciénaga de Bañó,326.13044724,-75.84510296,9.12327585,Distritos de Conservación de Suelos, 
Delta del Río Ranchería,3573.20558755,-72.86385392,11.5579098,Distritos Regionales de Manejo Integrado, 
Cuenca baja del Río Ranchería,32337.05735404,-72.64685423,11.3618461,Distritos Regionales de Manejo Integrado, 
Hacienda Villa Mery,762.02437287,-75.73217716,1.42015152,Reserva Natural de la Sociedad Civil, 
Las Camelias,95.7205848,-76.08330096,3.68644392,Reserva Natural de la Sociedad Civil, 
Biotopo Selva Humeda,356.64525478,-78.26633517,1.4081419,Reserva Natural de la Sociedad Civil, 
Las Manguitas,18.14615583,-76.08429563,3.67694072,Reserva Natural de la Sociedad Civil, 
El Alto,14.09020551,-76.0882482,3.68137149,Reserva Natural de la Sociedad Civil, 
El Manantial,136.11849224,-76.0509633,3.75238695,Reserva Natural de la Sociedad Civil, 
El Placer,19.66945453,-76.06992918,3.67454086,Reserva Natural de la Sociedad Civil, 
La Zambera,318.78206152,-74.23398454,5.80827713,Reserva Natural de la Sociedad Civil, 
Altomira,19.09851984,-76.24518885,4.73055751,Reserva Natural de la Sociedad Civil, 
La Suiza,60.73510881,-76.20793326,4.56831329,Reserva Natural de la Sociedad Civil, 
EL Encenillo,184.76232802,-73.90743462,4.78932467,Reserva Natural de la Sociedad Civil, 
Tomovida - Trikuti,752.86064098,-70.26050728,4.84018639,Reserva Natural de la Sociedad Civil, 
Tomovida - Shambala,410.36234828,-70.27766767,4.83623342,Reserva Natural de la Sociedad Civil, 
La Esperanza,6.56299822,-73.9076401,7.06783584,Reserva Natural de la Sociedad Civil, 
Bermejal,11.87791522,-76.28948594,4.60916252,Reserva Natural de la Sociedad Civil, 
Tomo Vida - El Dera,524.93048142,-70.56209082,4.85546642,Reserva Natural de la Sociedad Civil, 
La Palma,248.94236503,-76.08488628,3.7194013,Reserva Natural de la Sociedad Civil, 
Umbral Cultural Horizontes,3.12651527,-74.04619437,4.65832608,Reserva Natural de la Sociedad Civil, 
El Pailón,101.21418744,-76.0612776,3.70293584,Reserva Natural de la Sociedad Civil, 
Conjunto de Reservas Naturales de Sumicol S.A. La Estrella,8.27603304,-75.13660181,4.48902569,Reserva Natural de la Sociedad Civil, 
Villa Daniela,2.5828112,-76.42912402,2.95450401,Reserva Natural de la Sociedad Civil, 
Cerro Gordo,48.98450104,-75.10168781,2.90434086,Reserva Natural de la Sociedad Civil, 
Páramo de Paja Blanca Territorio Sagrado del Pueblo de los Pastos,3106.95846218,-77.59272989,0.97482464,Parques Naturales Regionales, 
Bosques de Misiguay,2804.24236538,-73.10713719,7.40977953,Parques Naturales Regionales, 
La Nacional,86.17282507,-73.19998632,9.79981029,Reserva Natural de la Sociedad Civil, 
Complejo Ciénagas Papayal,2838.24842246,-73.62972263,7.64376392,Distritos Regionales de Manejo Integrado, 
Arenas Blancas,295.99510376,-74.8976665,6.95181117,Reserva Natural de la Sociedad Civil, 
Alto Bonito,8.85021074,-76.09718962,4.06570789,Reserva Natural de la Sociedad Civil, 
Nuestro Sueño,60.80505233,-73.19337072,6.28329783,Reserva Natural de la Sociedad Civil, 
Miraflorez,1.90433537,-77.13216847,1.14022922,Reserva Natural de la Sociedad Civil, 
Cristal,5.51016163,-76.16514934,3.52226915,Reserva Natural de la Sociedad Civil, 
Carimagua,15076.79098111,-71.25599283,4.51028199,Distritos Regionales de Manejo Integrado, 
Angula Alta - Humedal El Pantano,3628.83245423,-73.23698553,7.02622981,Distritos Regionales de Manejo Integrado, 
Quebrada Honda,4885.04209931,-73.71044218,4.28369766,Parques Naturales Regionales, 
Campoflorido,2755.0311467,-72.18738161,4.13447311,Reserva Natural de la Sociedad Civil, 
La Esperanza,5.47175945,-75.09902252,2.88967591,Reserva Natural de la Sociedad Civil, 
La Esneda,2.05808526,-76.34020199,4.50226159,Reserva Natural de la Sociedad Civil, 
Versalles,15.26251589,-76.29750238,4.29565867,Reserva Natural de la Sociedad Civil, 
El Guayabal,9.10531239,-76.29917518,4.29632389,Reserva Natural de la Sociedad Civil, 
El Lagunazo en Santa Clara,444.57899717,-70.7995217,5.31291668,Reserva Natural de la Sociedad Civil, 
Bellavista,29.84220617,-76.2844254,4.38495115,Reserva Natural de la Sociedad Civil, 
El Viso,1.13476732,-75.11175398,2.87322656,Reserva Natural de la Sociedad Civil, 
La Chorrera,11.1382006,-76.14627307,2.16572465,Reserva Natural de la Sociedad Civil, 
Las Brisas,18.5562807,-76.24050962,4.34370898,Reserva Natural de la Sociedad Civil, 
Hacienda La Laja,124.31282948,-74.22711352,4.95213269,Reserva Natural de la Sociedad Civil, 
Jurásico,24.66990647,-76.60431298,3.55271611,Reserva Natural de la Sociedad Civil, 
Miravalle,10.37747886,-76.17765722,3.41114053,Reserva Natural de la Sociedad Civil, 
Manzanares 2,34.96908842,-76.10102383,4.86031096,Reserva Natural de la Sociedad Civil, 
La Rivera,28.15451094,-76.28006232,4.35672469,Reserva Natural de la Sociedad Civil, 
Santurbán Arboledas,21861.90361675,-72.90182312,7.53009176,Parques Naturales Regionales, 
Santurbán Mutiscua Pamplona,9384.28750736,-72.79846865,7.34565207,Parques Naturales Regionales, 
Cortadera,16504.08345591,-73.14871769,5.50035435,Parques Naturales Regionales, 
Mata de la Urama,20120.16620476,-72.59272093,4.48346828,Distritos Regionales de Manejo Integrado, 
El Tinije,13757.75267263,-72.45972108,4.94526663,Distritos Regionales de Manejo Integrado, 
El Bocachico,1376.74403738,-72.45632566,4.84191447,Distritos Regionales de Manejo Integrado, 
BRUT Nativos,13589.60423552,-76.14482737,4.47091826,Distritos Regionales de Manejo Integrado, 
El Chilcal,914.85390914,-76.7265936,3.5906478,Distritos Regionales de Manejo Integrado, 
Laguna de Sonso o del Chircal,2044.67707555,-76.35169277,3.86143777,Distritos Regionales de Manejo Integrado, 
El Valle,2441.16833166,-73.36643737,5.75865748,Parques Naturales Regionales, 
Travesías,35.94456534,-74.35894708,4.70181683,Reserva Natural de la Sociedad Civil, 
Tacarcuna,4.66624732,-77.36908753,8.66133278,Reserva Natural de la Sociedad Civil, 
Villa María Teresa,12.78024418,-75.09963775,2.88235053,Reserva Natural de la Sociedad Civil, 
Las Camelias,2.76232644,-75.10484578,2.89539041,Reserva Natural de la Sociedad Civil, 
Nuevo México,156.4141922,-74.55243768,9.45916754,Reserva Natural de la Sociedad Civil, 
La Ilusión,8.04924892,-76.18399229,4.80383284,Reserva Natural de la Sociedad Civil, 
Ranita Dorada,41.46440795,-75.04937736,5.03065593,Reserva Natural de la Sociedad Civil, 
Agua Clara,19.21172813,-76.11458083,4.83995198,Reserva Natural de la Sociedad Civil, 
Nueva Delhi,143.53492341,-73.20800329,9.78692194,Reserva Natural de la Sociedad Civil, 
Ciénaga de Corralito,1265.01435943,-75.85263171,8.87760214,Distritos de Conservación de Suelos, 
La Bretaña,13.23973598,-76.2264881,4.70340598,Reserva Natural de la Sociedad Civil, 
El Encanto,8.00875982,-76.10659003,4.88010861,Reserva Natural de la Sociedad Civil, 
La Laguna,47.92145264,-75.09342791,2.90609445,Reserva Natural de la Sociedad Civil, 
Yumake,10.07544801,-73.6994088,11.22415063,Reserva Natural de la Sociedad Civil, 
El Chuscal Parte Alta,189.32484072,-76.24643391,2.52206782,Reserva Natural de la Sociedad Civil, 
San Antonio,155.00151913,-73.36877382,5.25689007,Reserva Natural de la Sociedad Civil, 
Golfo de Tribugá Cabo Corrientes,60418.74127333,-77.37476049,5.71897855,Distritos Regionales de Manejo Integrado, 
De Las Aves el Dorado Cincinati lote 1,100.51590582,-74.06593867,11.09745259,Reserva Natural de la Sociedad Civil, 
Miraflores,1.85524772,-77.1310654,1.14129926,Reserva Natural de la Sociedad Civil, 
El Camino del Tesoro,4.00734131,-75.58416065,4.61386421,Reserva Natural de la Sociedad Civil, 
Guayabito,16.00365066,-76.11045506,4.84740081,Reserva Natural de la Sociedad Civil, 
El Retiro,12.35709266,-76.15607876,2.12935729,Reserva Natural de la Sociedad Civil, 
La Palma,15.147383,-76.15553857,2.13790001,Reserva Natural de la Sociedad Civil, 
Páramo del Meridiano We`pe Wala,2846.78603775,-76.01236607,3.30771629,Parques Naturales Regionales, 
El Diviso,14.75324007,-76.26220203,2.01757952,Reserva Natural de la Sociedad Civil, 
La Sonrisa,199.81715782,-75.33336009,5.09548665,Reserva Natural de la Sociedad Civil, 
El Arrayán,23.53755923,-76.1576042,2.13160309,Reserva Natural de la Sociedad Civil, 
El Refugio,40.27190352,-76.1611077,2.12378688,Reserva Natural de la Sociedad Civil, 
Las Margaritas,24.99512097,-76.12634816,4.83779257,Reserva Natural de la Sociedad Civil, 
La Cabaña,13.32800482,-76.24438565,4.68027039,Reserva Natural de la Sociedad Civil, 
Buena Vista,14.99067144,-76.39467073,0.47754076,Reserva Natural de la Sociedad Civil, 
El Milagro,823.99530827,-71.42908745,5.53495056,Reserva Natural de la Sociedad Civil, 
El Laurel,0.2566097,-77.14447711,1.15267598,Reserva Natural de la Sociedad Civil, 
Cabildo Verde I,52.19019857,-73.52124392,7.32183358,Reserva Natural de la Sociedad Civil, 
Cabildo Verde II,273.75652433,-73.50273709,7.34364607,Reserva Natural de la Sociedad Civil, 
Santa Rosa,13.50659468,-75.57418089,9.17737783,Reserva Natural de la Sociedad Civil, 
El Tenjo,243.15136581,-76.10975399,3.60785884,Reserva Natural de la Sociedad Civil, 
La Lucha,27.9166275,-76.08872242,3.67214393,Reserva Natural de la Sociedad Civil, 
Valparaíso,67.00582403,-76.91172875,2.78225593,Reserva Natural de la Sociedad Civil, 
El Flamenco,23.56514907,-76.26907301,4.56684848,Reserva Natural de la Sociedad Civil, 
El Silencio,22.03763569,-73.79949135,11.24105201,Reserva Natural de la Sociedad Civil, 
Bosque de Santa  Inés,27.84005,-75.23067537,8.7141902,Reservas Forestales Protectoras Regionales, 
Jardín Botánico de la Macarena I,52.07805657,-73.86184307,2.05672553,Reserva Natural de la Sociedad Civil, 
Jardín Botánico de la Macarena II,72.80384797,-73.85919876,2.0620245,Reserva Natural de la Sociedad Civil, 
Providencia,9.96198119,-75.13988964,6.22492312,Reserva Natural de la Sociedad Civil, 
La Gurrera,12.29041785,-76.45234839,0.45961996,Reserva Natural de la Sociedad Civil, 
Las Brisas,95.29162377,-76.01681882,4.07887556,Reserva Natural de la Sociedad Civil, 
El Porvenir,45.98757608,-76.11111137,4.87323833,Reserva Natural de la Sociedad Civil, 
El Encanto,4.27638555,-76.11810157,1.72063916,Reserva Natural de la Sociedad Civil, 
El Bojoso,1581.28427863,-72.76656076,7.90563883,Reservas Forestales Protectoras Regionales, 
Chinchorro,1777.73251207,-73.61996309,4.70845916,Distritos Regionales de Manejo Integrado, 
Amigos del Bosque,20.43834343,-77.33649775,8.59385807,Reserva Natural de la Sociedad Civil, 
El Comedero,1135.68327691,-77.7873722,2.70869461,Parques Naturales Regionales, 
La Margarita,98.80286115,-75.85397656,5.09800929,Reserva Natural de la Sociedad Civil, 
Samaria 2,19.59292318,-75.77852051,4.56370811,Reserva Natural de la Sociedad Civil, 
La Zafra,30.20655173,-75.01708497,6.24947864,Reserva Natural de la Sociedad Civil, 
Las Violetas,4.66388818,-76.09499784,4.04067266,Reserva Natural de la Sociedad Civil, 
Fuenteviva,150.97576547,-74.88345954,5.96491039,Reserva Natural de la Sociedad Civil, 
La Llanada,281.36529222,-72.66128122,6.72691923,Reserva Natural de la Sociedad Civil, 
La Lucha,5.76586007,-76.17419844,3.60167538,Reserva Natural de la Sociedad Civil, 
Altamira,53.2864551,-76.21795765,4.7784996,Reserva Natural de la Sociedad Civil, 
Colibrí del Sol,164.96601616,-76.10319756,6.41602747,Reserva Natural de la Sociedad Civil, 
Montes de la Esperanza,96.5160009,-77.3818109,8.5675034,Reserva Natural de la Sociedad Civil, 
La Montaña Mágica El Poleo,67.7940106,-73.30441978,6.83581281,Reserva Natural de la Sociedad Civil, 
Alto de San Miguel,1621.11527375,-75.59122265,6.03101903,Reservas Forestales Protectoras Regionales, 
