Nombre,Área_Oficial__Ha_,centroid_x,centroid_y,Categoría,Territorial
Ecoshezuá,1.73908907,-74.16005262,4.87719517,Reserva Natural de la Sociedad Civil, 
Santuario de la Palma de Cera,252.99999753,-75.4675432,4.55194512,Reserva Natural de la Sociedad Civil, 
El Caracolí,28.1096453,-75.19031109,9.89623489,Reserva Natural de la Sociedad Civil, 
"Semilla de Agua, Fuente de Vida",9.11659305,-73.78118041,5.03874396,Reserva Natural de la Sociedad Civil, 
El Naranjito - Nacumal,4.10882472,-73.32059051,6.87735063,Reserva Natural de la Sociedad Civil, 
El Jardín,24.23557706,-75.69589056,2.9154493,Reserva Natural de la Sociedad Civil, 
La Constancia,9.13516516,-75.5981269,2.96675901,Reserva Natural de la Sociedad Civil, 
La Virginia,28.74168425,-75.68310334,2.9342285,Reserva Natural de la Sociedad Civil, 
El Triunfo,30.33137488,-75.66931517,2.97308223,Reserva Natural de la Sociedad Civil, 
Ojo de Agua,45.50484844,-73.66486202,6.09155556,Reserva Natural de la Sociedad Civil, 
Reserva El Tamarín,43.43544611,-75.41204669,10.63304241,Reserva Natural de la Sociedad Civil, 
Monte Rey Vera Cruz,35.11500267,-75.13939169,9.89158487,Reserva Natural de la Sociedad Civil, 
Campo Alegre,27.99978557,-76.04560831,3.57434481,Reserva Natural de la Sociedad Civil, 
Cubarral,2.13947223,-73.6907123,4.35048009,Reserva Natural de la Sociedad Civil, 
Patio Bonito - Los Erizos,5.34614268,-75.55934562,6.79997168,Reserva Natural de la Sociedad Civil, 
La Gloria,14.16066672,-75.13030216,9.95845732,Reserva Natural de la Sociedad Civil, 
Los Colorados,26.35855998,-75.08631381,10.06344633,Reserva Natural de la Sociedad Civil, 
Reserva Natural el Triunfo,41.79934453,-76.15130645,3.45529182,Reserva Natural de la Sociedad Civil, 
El Gigante,729.09978205,-75.43224917,5.36302715,Distritos de Conservación de Suelos, 
Complejo Cenagoso de Zapatosa,139726.76604494,-73.78063242,9.19375023,Distritos Regionales de Manejo Integrado, 
Laguna la Primavera,17086.19916825,-70.49278853,5.44577557,Distritos Regionales de Manejo Integrado, 
Páramo de Vida Maitamá - Sonsón,40646.96436657,-75.24842934,5.64922924,Distritos Regionales de Manejo Integrado, 
"Bosques, Mármoles y Pantágoras",15905.86146147,-74.85451004,5.88366034,Distritos Regionales de Manejo Integrado, 
Las Piñas,2126.83199634,-71.30460053,6.10176721,Reserva Natural de la Sociedad Civil, 
La Provincia,1978.615821,-70.09457836,5.71163846,Reserva Natural de la Sociedad Civil, 
San Pablo,835.77459231,-70.33490734,5.61127568,Reserva Natural de la Sociedad Civil, 
Santa Trinidad,2460.04402132,-71.30314005,6.12970662,Reserva Natural de la Sociedad Civil, 
El Delirio,20.15861087,-75.04359641,9.95521002,Reserva Natural de la Sociedad Civil, 
Mis Anhelos,22.63408238,-75.05374695,9.93458218,Reserva Natural de la Sociedad Civil, 
Las Brisas,699.94181289,-70.9340412,5.39594619,Reserva Natural de la Sociedad Civil, 
El Diamante,28.139632,-75.13244508,10.0525139,Reserva Natural de la Sociedad Civil, 
Garzas,842.72286596,-70.92172856,5.29412643,Reserva Natural de la Sociedad Civil, 
Caracolí,73.17549031,-74.13614531,11.11407947,Reserva Natural de la Sociedad Civil, 
El Tautaco,100.35689859,-71.65079447,5.31527963,Reserva Natural de la Sociedad Civil, 
Peñalisa,12.80041548,-76.07902638,3.54562091,Reserva Natural de la Sociedad Civil, 
El Aleton,10714.60876649,-76.71438255,1.6780599,Parques Naturales Regionales, 
Bosque de Galilea,26654.06891876,-74.62488054,3.78432973,Parques Naturales Regionales, 
El Limón,39.96495173,-75.37584803,3.36782762,Reserva Natural de la Sociedad Civil, 
El Porvenir,20.57064553,-73.21514043,5.40775373,Reserva Natural de la Sociedad Civil, 
Tomo Futuro,1203.30280821,-69.01215112,5.33776132,Reserva Natural de la Sociedad Civil, 
Noel Parra palacio,271.64504515,-72.37602652,4.32207189,Reserva Natural de la Sociedad Civil, 
El Recreo,8.95643324,-76.03762331,1.78139138,Reserva Natural de la Sociedad Civil, 
Catigua,1.41273928,-73.48311549,5.71244737,Reserva Natural de la Sociedad Civil, 
Jalisco,842.96562642,-70.89888853,5.2815124,Reserva Natural de la Sociedad Civil, 
Maturin,826.4164321,-71.22505142,5.06182105,Reserva Natural de la Sociedad Civil, 
La Chula,250.99918491,-70.45784059,5.53176049,Reserva Natural de la Sociedad Civil, 
La Torneada,63.02620043,-75.09012185,10.10506965,Reserva Natural de la Sociedad Civil, 
El Venado,840.27072863,-70.33653741,5.67885627,Reserva Natural de la Sociedad Civil, 
Ciénagas Corrales y El Ocho,12865.3184158,-74.7179781,8.03616886,Distritos Regionales de Manejo Integrado, 
Serranía de Los Paraguas,39836.84446629,-76.25105763,4.68613833,Distritos Regionales de Manejo Integrado, 
El Tablón,23.55273253,-75.13367362,9.95558561,Reserva Natural de la Sociedad Civil, 
Puerto Lopez,51.64114866,-75.21114377,9.71247031,Reserva Natural de la Sociedad Civil, 
Veracruz,2502.98782296,-70.23071261,5.68543474,Reserva Natural de la Sociedad Civil, 
Toraiba,2580.99978228,-70.14142947,5.65001713,Reserva Natural de la Sociedad Civil, 
El Tirriagal,2000.04480956,-70.52510675,5.55429317,Reserva Natural de la Sociedad Civil, 
Catón Lote 4,6.37460105,-75.12413187,10.05437566,Reserva Natural de la Sociedad Civil, 
Olway Mis Padres,24.21614616,-75.12711991,10.05169351,Reserva Natural de la Sociedad Civil, 
Bosque Seco Tropical Pozo Azul,5067.1070359,-72.58667443,7.81757121,Distritos Regionales de Manejo Integrado, 
Cuchilla Mesa Alta,685.89001114,-73.42392671,5.35202144,Distritos Regionales de Manejo Integrado, 
El Paraíso de Azucar Buena,19.13748429,-73.39951561,10.43900575,Reserva Natural de la Sociedad Civil, 
El Consuelo,9.69949064,-75.1416409,9.96254024,Reserva Natural de la Sociedad Civil, 
La Esmeralda,7.98610053,-75.11166682,10.04491741,Reserva Natural de la Sociedad Civil, 
Las Carolinas,27.49062459,-75.12615515,9.97989507,Reserva Natural de la Sociedad Civil, 
Lucitania,336.04837609,-74.12623246,6.43899959,Reserva Natural de la Sociedad Civil, 
Arreboles,21.10481651,-73.28296511,4.05192703,Reserva Natural de la Sociedad Civil, 
Mocoa Andino Field Research Center and Ecolodge,35.98500333,-76.64785488,1.11789018,Reserva Natural de la Sociedad Civil, 
La Guaca - Lote A,10.31463896,-74.96670352,5.98215822,Reserva Natural de la Sociedad Civil, 
Rayuela,4.84014187,-76.8004316,8.46318604,Reserva Natural de la Sociedad Civil, 
Campanales de Picacho,25.45600833,-75.14029729,9.99247235,Reserva Natural de la Sociedad Civil, 
Sion,2.91702064,-74.13604513,4.88589552,Reserva Natural de la Sociedad Civil, 
Huasipungo,10.60729916,-75.05464528,9.94323586,Reserva Natural de la Sociedad Civil, 
Club Campestre el Rodeo,55.64018287,-75.59525724,6.20588413,Reserva Natural de la Sociedad Civil, 
Praga,166.4242762,-75.36458498,10.34488261,Reserva Natural de la Sociedad Civil, 
Mancame,28.41406081,-75.18372817,9.89677396,Reserva Natural de la Sociedad Civil, 
Libertad,2.58803633,-75.3458536,6.24960022,Reserva Natural de la Sociedad Civil, 
Las Garzas,7.90972554,-72.30634154,4.84238366,Reserva Natural de la Sociedad Civil, 
El Triunfo,16.27010962,-72.74435062,5.12257881,Reserva Natural de la Sociedad Civil, 
El Diluvio,96.76852584,-73.56751952,5.18749729,Reserva Natural de la Sociedad Civil, 
Meza de Piedra,37.07348386,-75.15885758,9.90786943,Reserva Natural de la Sociedad Civil, 
Altamira 1,8.00595793,-73.14704918,5.96752507,Reserva Natural de la Sociedad Civil, 
Altamira 2,54.53223006,-73.14574178,5.95857808,Reserva Natural de la Sociedad Civil, 
Las Palmas,1.63805023,-76.11805717,1.68125464,Reserva Natural de la Sociedad Civil, 
Mamaramos,1.84750605,-73.47936052,5.7140337,Reserva Natural de la Sociedad Civil, 
La Chivera,448.22187266,-71.13328488,5.13780436,Reserva Natural de la Sociedad Civil, 
Itaca,1.39807071,-73.52073593,5.74244525,Reserva Natural de la Sociedad Civil, 
Las Pampas Porvenir,163.40002207,-74.09529561,6.38450429,Reserva Natural de la Sociedad Civil, 
Xue,1.45482171,-73.52546292,5.72296233,Reserva Natural de la Sociedad Civil, 
El Guamito,102.89999714,-70.46852281,6.6861578,Reserva Natural de la Sociedad Civil, 
Miramar,162.69589573,-71.76586879,5.9655855,Reserva Natural de la Sociedad Civil, 
La Cueva,3.04529723,-73.53369513,5.66509215,Reserva Natural de la Sociedad Civil, 
Ernesto Jiménez Lozada,0.8682544,-73.21964901,6.64109909,Reserva Natural de la Sociedad Civil, 
Auromira,1.95569477,-73.51061051,5.64748739,Reserva Natural de la Sociedad Civil, 
El Bosque,5.60029561,-73.54472736,5.74675933,Reserva Natural de la Sociedad Civil, 
Arizona,692.85248716,-70.84288954,5.24036773,Reserva Natural de la Sociedad Civil, 
Rancho Nuevo,793.02445294,-71.5348171,5.25191688,Reserva Natural de la Sociedad Civil, 
Betania,25.81754865,-72.20141512,5.42645881,Reserva Natural de la Sociedad Civil, 
La Reserva,9.5040172,-76.11313453,1.66098238,Reserva Natural de la Sociedad Civil, 
El Danubio,46.17554269,-75.73976418,1.51232226,Reserva Natural de la Sociedad Civil, 
El Garzón,47.93319741,-72.30667379,4.85764076,Reserva Natural de la Sociedad Civil, 
Cerro Chimayoy,3126.71650035,-77.07527733,1.55843489,Distritos Regionales de Manejo Integrado, 
El Edén,10.76603275,-75.0719266,6.00000981,Reserva Natural de la Sociedad Civil, 
Miramar,391.79070532,-73.43780496,11.18576298,Reserva Natural de la Sociedad Civil, 
San Andrés,399.86215769,-70.8290688,5.31690962,Reserva Natural de la Sociedad Civil, 
La Gloria,119.68172797,-70.81654463,5.30432389,Reserva Natural de la Sociedad Civil, 
La Florida,2034.74286918,-71.59670025,5.88513763,Reserva Natural de la Sociedad Civil, 
El Paraíso,25.32882727,-75.66058904,2.97921453,Reserva Natural de la Sociedad Civil, 
Viflor,23.75755146,-75.67383849,2.98387478,Reserva Natural de la Sociedad Civil, 
Los Charcos,248.07313927,-75.47317629,9.48994295,Reserva Natural de la Sociedad Civil, 
Fundo Vida Tranquila,498.27018835,-71.92700626,5.69724861,Reserva Natural de la Sociedad Civil, 
Ecoparque Icononzue,1.64764719,-74.52465966,4.16101999,Reserva Natural de la Sociedad Civil, 
La Victoria,8.99343172,-73.05170798,7.082412,Reserva Natural de la Sociedad Civil, 
Vista Hermosa,11.42005494,-73.43479147,11.21437749,Reserva Natural de la Sociedad Civil, 
Fauna Silvestre Capibara,7.16065535,-72.75181579,5.06384592,Reserva Natural de la Sociedad Civil, 
El Pedregal,10.62362328,-75.78374647,2.44754613,Reserva Natural de la Sociedad Civil, 
Naranja Café y Pimienta,8.17906999,-73.56485042,5.05188804,Reserva Natural de la Sociedad Civil, 
Laguna El Juncal,28.21575168,-72.7523693,5.13352027,Reserva Natural de la Sociedad Civil, 
La Regadera,289.88078587,-70.84807873,5.3141098,Reserva Natural de la Sociedad Civil, 
Valledupar,292.26002232,-70.83891825,5.31361113,Reserva Natural de la Sociedad Civil, 
San Cristobal,399.12604292,-70.81772474,5.31785501,Reserva Natural de la Sociedad Civil, 
La Campechana,290.4951164,-70.80578665,5.31832437,Reserva Natural de la Sociedad Civil, 
Bosque La Liborina,11.03670527,-74.52480168,4.56656833,Reserva Natural de la Sociedad Civil, 
La Floresta,40.12874701,-75.66740171,2.9789132,Reserva Natural de la Sociedad Civil, 
Puerto Bello,189.81085051,-73.55677626,9.60949583,Reserva Natural de la Sociedad Civil, 
Cerro Banderas Ojo Blanco,22073.79294371,-75.70785137,2.78205878,Distritos Regionales de Manejo Integrado, 
Banco Totumo Bijibana,1528.90195856,-75.19349819,10.47923292,Distritos Regionales de Manejo Integrado, 
Peque,20419.30497064,-75.85921323,6.99885015,Distritos de Conservación de Suelos, 
Serranía de Abibe,41676.57175083,-76.49786156,7.90266385,Distritos Regionales de Manejo Integrado, 
Prusia,94.33671199,-75.12870974,10.02752667,Reserva Natural de la Sociedad Civil, 
Vayan Viendo,47.99647721,-75.14404145,10.02209883,Reserva Natural de la Sociedad Civil, 
El Encanto,3.74684319,-73.77621577,5.04692156,Reserva Natural de la Sociedad Civil, 
"K´õk´õiEujã , Calle Santa Rosa Timbiqui Cauca",11598.61698784,-77.53392123,2.9067772,Reservas Forestales Protectoras Regionales, 
El Globo,360.45080608,-75.76250177,5.65682112,Reserva Natural de la Sociedad Civil, 
La Floresta,2.40855564,-76.23418977,1.91724743,Reserva Natural de la Sociedad Civil, 
Villa Stefany,3.00085809,-75.23372695,2.7693268,Reserva Natural de la Sociedad Civil, 
El Uvito,14.00000516,-74.99970056,6.26754604,Reserva Natural de la Sociedad Civil, 
El Esparramo,72.25164647,-71.65423664,5.60261217,Reserva Natural de la Sociedad Civil, 
La Perla,19.19348813,-73.83167513,3.3362432,Reserva Natural de la Sociedad Civil, 
de Perijá,21042.6841939,-72.93352562,10.53121921,Distritos de Conservación de Suelos, 
Sierra Chiquita y Humedales,762.953183,-75.91112569,8.72443014,Distritos de Conservación de Suelos, 
Río Nevado,371.71715138,-75.19051937,4.80829713,Reserva Natural de la Sociedad Civil, 
Quitasol - La Holanda,6883.5865789,-75.53136448,6.39900021,Distritos Regionales de Manejo Integrado, 
Semillas De Agua,3.26990758,-75.00341284,6.24156996,Reserva Natural de la Sociedad Civil, 
La Bellota,1.21572965,-73.49295734,5.68478143,Reserva Natural de la Sociedad Civil, 
El Monte,0.29828651,-73.92404513,4.82208486,Reserva Natural de la Sociedad Civil, 
El Monte,0.60254116,-73.92413811,4.82158976,Reserva Natural de la Sociedad Civil, 
Los Arboles De Las Mesitas,32.24943797,-75.36139181,1.52586277,Reserva Natural de la Sociedad Civil, 
Mamakunapa,18.26776706,-76.66170809,1.09356715,Reserva Natural de la Sociedad Civil, 
Asopprai,355.92184308,-75.68572623,7.17630452,Reserva Natural de la Sociedad Civil, 
Tahamies,2.1227561,-75.44898791,6.26325209,Reserva Natural de la Sociedad Civil, 
Palogrande,20.62559765,-75.1081805,4.70655218,Reserva Natural de la Sociedad Civil, 
La Montañita,11.87022763,-76.2325449,1.91916705,Reserva Natural de la Sociedad Civil, 
Villarosa,24.99994394,-75.65559484,2.9717898,Reserva Natural de la Sociedad Civil, 
La Trigueña y Las Delicias,77.33075442,-75.65859406,2.97535382,Reserva Natural de la Sociedad Civil, 
Las Peñas,28.94831397,-75.12081824,9.94987764,Reserva Natural de la Sociedad Civil, 
Cerro El Tabor,1156.03619792,-74.69085611,4.75118991,Distritos Regionales de Manejo Integrado, 
Laguna del Cacique Guatavita y Cuchilla de Peña Blanca,660.66374806,-73.79019248,4.96753809,Reservas Forestales Protectoras Regionales, 
Serranía de Minas,3766.72161547,-76.07730324,2.07925247,Parques Naturales Regionales, 
Villa Pensión,0.21502024,-76.57937142,3.54123857,Reserva Natural de la Sociedad Civil, 
La Reserva,0.4619659,-74.4048138,4.68841546,Reserva Natural de la Sociedad Civil, 
La Zoconita,9.81620727,-75.91577379,8.54445815,Reserva Natural de la Sociedad Civil, 
Gualamana  y Gualamana II,24.10654245,-73.96825349,4.96452387,Reserva Natural de la Sociedad Civil, 
La Esperanza,0.73528775,-74.19381543,4.84178831,Reserva Natural de la Sociedad Civil, 
Buenavista,4.01751454,-76.21461359,4.45643952,Reserva Natural de la Sociedad Civil, 
El Horizonte,11.99998473,-76.27306044,4.47096813,Reserva Natural de la Sociedad Civil, 
La Luisa,9.27696921,-76.26388463,4.47109991,Reserva Natural de la Sociedad Civil, 
La Emelia,3.14774465,-76.24905122,4.34974449,Reserva Natural de la Sociedad Civil, 
Potosí,3.31991193,-76.27615145,4.47035878,Reserva Natural de la Sociedad Civil, 
Villa Juliana,1.21143762,-76.15248712,4.47943535,Reserva Natural de la Sociedad Civil, 
Serranía de Minas,24448.95414012,-75.97226944,2.16507819,Distritos Regionales de Manejo Integrado, 
La Reforestación,13.36208317,-76.17110418,4.5168421,Reserva Natural de la Sociedad Civil, 
Los Andes,4.47998947,-76.26880214,4.46460504,Reserva Natural de la Sociedad Civil, 
Itaca,1.45860422,-76.15573669,4.47497633,Reserva Natural de la Sociedad Civil, 
Lote De Gastos,3.640799,-76.38525793,1.83194883,Reserva Natural de la Sociedad Civil, 
Madhú 3,9.42551896,-76.19503743,3.63148696,Reserva Natural de la Sociedad Civil, 
La Guaca B,5.61401017,-74.96871126,5.97910543,Reserva Natural de la Sociedad Civil, 
El Zumbador,21.7660116,-75.57891688,3.42283026,Reserva Natural de la Sociedad Civil, 
Reserva Natural Madhú 1,116.36642957,-76.14844512,3.63653229,Reserva Natural de la Sociedad Civil, 
Cocorasecret,34.03299866,-75.5397587,4.64681539,Reserva Natural de la Sociedad Civil, 
El Pinar 2,4.07835394,-74.23179839,5.10443333,Reserva Natural de la Sociedad Civil, 
El Pinar 1,12.73153693,-74.23792939,5.10758156,Reserva Natural de la Sociedad Civil, 
El Pinar 3,29.23229951,-74.22464933,5.10809493,Reserva Natural de la Sociedad Civil, 
La Rivera,19.59999936,-76.59381535,7.95483991,Reserva Natural de la Sociedad Civil, 
Bellavista,213.03014595,-75.66364144,5.76516878,Reserva Natural de la Sociedad Civil, 
La Trinidad,13.51902282,-76.20618736,4.43500636,Reserva Natural de la Sociedad Civil, 
El Horizonte,13.86892978,-76.19505582,4.42647412,Reserva Natural de la Sociedad Civil, 
El Ensueño,0.42716108,-76.61802032,3.5141634,Reserva Natural de la Sociedad Civil, 
Mi Terruño,3.86484211,-73.91046083,5.28415436,Reserva Natural de la Sociedad Civil, 
Enclave Subxerofitico del Patía,21291.04569757,-77.37119897,1.57983997,Distritos Regionales de Manejo Integrado, 
Nakua,2.24062851,-73.67412352,4.1682629,Reserva Natural de la Sociedad Civil, 
El Presente,2.5866339,-73.94671992,4.51348944,Reserva Natural de la Sociedad Civil, 
La Comarca,4.49427366,-73.95929818,4.52715122,Reserva Natural de la Sociedad Civil, 
Yuruparí,148.94720786,-73.59409027,3.63142841,Reserva Natural de la Sociedad Civil, 
Aguas Blancas-Santa Helena-Mushaisa,1884.04572467,-72.66124045,11.13128279,Reserva Natural de la Sociedad Civil, 
Corocora,327.96155955,-71.7017275,4.87313365,Reserva Natural de la Sociedad Civil, 
El Silencio,45.01957591,-76.09182296,3.54437955,Reserva Natural de la Sociedad Civil, 
La Carranchina,120.00002244,-75.19217762,9.00124801,Reserva Natural de la Sociedad Civil, 
Matambo 2,413.27516041,-75.66454958,2.32003164,Reserva Natural de la Sociedad Civil, 
El Bosque Seco de Jacob Moisés Luque,348.21044838,-73.18742813,10.49787171,Reserva Natural de la Sociedad Civil, 
El Nacedero,0.81188448,-74.40023899,4.69208226,Reserva Natural de la Sociedad Civil, 
Reserva Alvarado,146.47903177,-74.9966874,3.63351262,Reserva Natural de la Sociedad Civil, 
Estero Matemarrano,793.74548931,-71.8950735,4.86840585,Reserva Natural de la Sociedad Civil, 
Morrocoy 1,182.54472489,-75.09359876,9.57794157,Reserva Natural de la Sociedad Civil, 
La Fe,13.40816133,-75.06380937,9.90551435,Reserva Natural de la Sociedad Civil, 
Ave María,49.55485841,-74.4056347,6.50577234,Reserva Natural de la Sociedad Civil, 
El Cedral,47.29257482,-75.30688492,6.73381015,Reserva Natural de la Sociedad Civil, 
Raicero,109.05048424,-75.15130169,9.96247576,Reserva Natural de la Sociedad Civil, 
La Esperanza,58.13556763,-75.12202505,9.9725469,Reserva Natural de la Sociedad Civil, 
La Portuguesa,14.52789701,-75.30980633,6.69796975,Reserva Natural de la Sociedad Civil, 
Pozo Azul,1260.43089088,-70.07952792,5.08951732,Reserva Natural de la Sociedad Civil, 
Miralejos,1206.99448563,-70.11809239,5.12090687,Reserva Natural de la Sociedad Civil, 
Morrocoy 2,151.75421141,-75.0971491,9.59505811,Reserva Natural de la Sociedad Civil, 
Morrocoy 3,195.46529967,-75.1184268,9.58845695,Reserva Natural de la Sociedad Civil, 
La Esperanza,1.64870693,-75.21661858,2.77308704,Reserva Natural de la Sociedad Civil, 
La Independencia,38.25015168,-75.49600128,1.36520134,Reserva Natural de la Sociedad Civil, 
San Nicolás,57.48737447,-75.71431381,1.40567635,Reserva Natural de la Sociedad Civil, 
La Vega,9.82450396,-75.48559267,1.36753156,Reserva Natural de la Sociedad Civil, 
Aya-S,6.19739187,-73.88789794,5.32622276,Reserva Natural de la Sociedad Civil, 
Canaguay,208.43374788,-71.02810961,5.51948893,Reserva Natural de la Sociedad Civil, 
Monte Makuna,3.98130314,-73.66964108,5.50488428,Reserva Natural de la Sociedad Civil, 
La Uvita,48.75474742,-71.66229413,5.4493836,Reserva Natural de la Sociedad Civil, 
Reserva Natural Rodamonte,10.37626314,-74.10316237,4.99818718,Reserva Natural de la Sociedad Civil, 
San Juan de Tinije,909.27973638,-72.38883385,4.87179876,Reserva Natural de la Sociedad Civil, 
El Limonal y San Pedro,26.99847178,-73.7652704,4.06154039,Reserva Natural de la Sociedad Civil, 
Yalconia,90.00000036,-75.43154781,1.16774736,Reserva Natural de la Sociedad Civil, 
Matapalito,1293.79941149,-69.99008914,5.55622807,Reserva Natural de la Sociedad Civil, 
De La Imaginación,1.58878154,-75.1450138,6.24892243,Reserva Natural de la Sociedad Civil, 
La Pareja 1,253.97552761,-69.53210439,5.26518864,Reserva Natural de la Sociedad Civil, 
La Pareja 2,536.7959978,-69.53346711,5.23137024,Reserva Natural de la Sociedad Civil, 
Villa de Simón,1.45482905,-73.48173728,5.73080923,Reserva Natural de la Sociedad Civil, 
La Cristalina,53.57500206,-75.42824683,1.1767716,Reserva Natural de la Sociedad Civil, 
Fundo Raudal De Flor Amarillo,760.90880363,-70.92454179,6.10511162,Reserva Natural de la Sociedad Civil, 
La Herradurita,46.03589522,-75.26830804,6.75058431,Reserva Natural de la Sociedad Civil, 
La Volga,79.92114089,-75.26303421,1.74258573,Reserva Natural de la Sociedad Civil, 
Matambo 3,2266.63213615,-75.6765909,2.27121904,Reserva Natural de la Sociedad Civil, 
La Florida,12.49311091,-75.07543144,9.89061975,Reserva Natural de la Sociedad Civil, 
Isla Ají,24713.77783461,-77.52996428,3.26869783,Distritos Regionales de Manejo Integrado, 
"Arcial, Porro y Cintura",26400.88392517,-75.33789405,8.36188846,Distritos de Conservación de Suelos, 
La Albania,867.21852299,-72.01779665,5.19302207,Reserva Natural de la Sociedad Civil, 
Reserva Natural Cantares,31.07086264,-75.45056724,5.08211176,Reserva Natural de la Sociedad Civil, 
La Esmeralda,7.95371326,-75.07915045,9.88299376,Reserva Natural de la Sociedad Civil, 
Guacamayo,8.52824313,-75.07555055,9.88253347,Reserva Natural de la Sociedad Civil, 
Villa Alejandra,20.47928975,-71.26975447,5.27108619,Reserva Natural de la Sociedad Civil, 
La Esperanza,23.53216825,-75.25823389,1.73749932,Reserva Natural de la Sociedad Civil, 
Caracolí,132.39747136,-75.32775481,9.60041547,Reserva Natural de la Sociedad Civil, 
Bellavista,89.96918802,-75.44261637,1.16574801,Reserva Natural de la Sociedad Civil, 
La Mesenia Paramillo-El Desierto,82.96604662,-75.89488355,5.49282918,Reserva Natural de la Sociedad Civil, 
Guacharacas del Cusiana,8.1893544,-72.69780102,5.25470297,Reserva Natural de la Sociedad Civil, 
Nuevo Mejico,128.90963808,-75.12702697,9.96300405,Reserva Natural de la Sociedad Civil, 
La Miranda,6.50000123,-75.79197694,2.37494234,Reserva Natural de la Sociedad Civil, 
El Cairo,60.96336463,-75.54877031,4.6355238,Reserva Natural de la Sociedad Civil, 
Corazón De La Montaña,814.66391546,-73.10807601,5.98724609,Reserva Natural de la Sociedad Civil, 
Ariel Campestre Juisingueka,1.91031538,-73.91699609,4.74533028,Reserva Natural de la Sociedad Civil, 
El Rosario,460.21065435,-75.48417406,9.47751011,Reserva Natural de la Sociedad Civil, 
Laguna Lote Rural,1.86431038,-75.79448084,2.34918426,Reserva Natural de la Sociedad Civil, 
Reserva Natural El Olinguito,96.7845059,-75.8594331,5.51622596,Reserva Natural de la Sociedad Civil, 
Munnai El Amor Mas Puro,2.78160377,-75.59692522,6.40741531,Reserva Natural de la Sociedad Civil, 
Finca Demostrativa Don Miguel,6.37022338,-75.55898038,4.98283549,Reserva Natural de la Sociedad Civil, 
El Socorro,106.19994584,-75.47437111,9.47238654,Reserva Natural de la Sociedad Civil, 
Bosque Seco del Occidente Antioqueño,70166.87218696,-75.81649988,6.58992102,Distritos Regionales de Manejo Integrado, 
La Samaria,172.57358606,-75.35938345,1.47328099,Reserva Natural de la Sociedad Civil, 
Santa Elena,87.35669641,-75.01402927,1.95488623,Reserva Natural de la Sociedad Civil, 
La Holanda,1183.76612151,-75.81884682,6.02178017,Reserva Natural de la Sociedad Civil, 
Frutos De Agua,0.0603643,-75.70341071,3.11717537,Reserva Natural de la Sociedad Civil, 
El Olivo II,42.82142106,-75.61188406,1.44995406,Reserva Natural de la Sociedad Civil, 
Altahona-Castro,63.45481472,-73.22015134,9.79192882,Reserva Natural de la Sociedad Civil, 
El Orgasmo,5.01400876,-75.80099005,5.60510566,Reserva Natural de la Sociedad Civil, 
La Esperanza,50.90755884,-75.44336342,1.17394754,Reserva Natural de la Sociedad Civil, 
Estación Biológica Jaguar Del Carrizal,35.73004547,-74.16462931,11.17258809,Reserva Natural de la Sociedad Civil, 
Buenos Aires,18.08637716,-75.47676537,1.37833032,Reserva Natural de la Sociedad Civil, 
La Loma De Dos Quebradas,13.80829332,-73.96153974,4.639301,Reserva Natural de la Sociedad Civil, 
El Olivo,231.04366768,-75.60849311,1.44120595,Reserva Natural de la Sociedad Civil, 
Puerta de Chontales,1.49980857,-73.15050336,5.80484005,Reserva Natural de la Sociedad Civil, 
El Ensueño 2,0.41651742,-76.61700998,3.51338835,Reserva Natural de la Sociedad Civil, 
La Venturosa,227.79884094,-71.50040765,5.48826154,Reserva Natural de la Sociedad Civil, 
Tahami Quirama,23.32706184,-75.05832978,5.56532996,Reserva Natural de la Sociedad Civil, 
Área de Protección Cañas Aceite y Acitito Hacienda La Gloria,354.10616026,-72.75383306,4.21944858,Reserva Natural de la Sociedad Civil, 
La Mosca,4.78809167,-75.36030302,6.26573616,Reserva Natural de la Sociedad Civil, 
La Semilla Jardín Botánico,2.26855214,-75.39532427,9.16704399,Reserva Natural de la Sociedad Civil, 
El Aburrido,1102.35494844,-73.0953508,7.24264797,Distritos Regionales de Manejo Integrado, 
Honduras,671.76045275,-73.09314821,7.27655779,Distritos Regionales de Manejo Integrado, 
Las Mercedes,63.41843009,-75.44833065,1.48991325,Reserva Natural de la Sociedad Civil, 
El Silencio,53.97490923,-74.20446759,6.80209598,Reserva Natural de la Sociedad Civil, 
La Baita,9.67562516,-73.91150172,4.5401247,Reserva Natural de la Sociedad Civil, 
Buenavista,1360.03469871,-71.27432822,4.91771088,Reserva Natural de la Sociedad Civil, 
Charanga,2093.27746371,-71.23919304,4.90085989,Reserva Natural de la Sociedad Civil, 
Siempre Vivo,24.29923561,-75.02927715,3.66553054,Reserva Natural de la Sociedad Civil, 
Refugio De Las Aves,2.94311665,-73.91340261,4.55180027,Reserva Natural de la Sociedad Civil, 
El Caiman,312.8755653,-72.39145356,4.64013651,Reserva Natural de la Sociedad Civil, 
Colinas y Lomas Submarinas de la Cuenca Pacífico Norte,2761115.8398333,-78.78781395,5.27951713,Distritos Nacionales de Manejo Integrado,Territorial Pacifico
Cordillera Beata,3312525.214323,-72.84457463,14.32059298,Reserva Natural,Territorial Caribe
Las Palmeras,246.58409969,-76.49521354,4.01193621,Reserva Natural de la Sociedad Civil, 
San Francisco,231.09736664,-75.60305578,1.4312091,Reserva Natural de la Sociedad Civil, 
