cod_mpio,municipio,nivel_predicho,conjunto_conformal,tamano_conjunto,certeza_calibrada
52427,MAGÜÍ,Bajo,Bajo,1,Alta
52435,MALLAMA,Bajo,Bajo,1,Alta
52473,MOSQUERA,Bajo,Bajo,1,Alta
52480,NARIÑO,Bajo,Bajo,1,Alta
52490,OLAYA HERRERA,Bajo,Bajo,1,Alta
52506,OSPINA,Bajo,Bajo,1,Alta
52520,FRANCISCO PIZARRO,Bajo,Bajo,1,Alta
52540,POLICARPA,Bajo,Bajo,1,Alta
52560,POTOSÍ,Medio,Medio,1,Alta
52565,PROVIDENCIA,Bajo,Bajo,1,Alta
52573,PUERRES,Alto,Alto,1,Alta
52585,PUPIALES,Bajo,Bajo,1,Alta
52612,RICAURTE,Bajo,Bajo,1,Alta
52621,ROBERTO PAYÁN,Medio,Medio,1,Alta
52678,SAMANIEGO,Bajo,Bajo,1,Alta
52683,SANDONÁ,Bajo,Bajo,1,Alta
52685,SAN BERNARDO,Bajo,Bajo,1,Alta
52687,SAN LORENZO,Bajo,Bajo,1,Alta
52693,SAN PABLO,Bajo,Bajo,1,Alta
52694,SAN PEDRO DE CARTAGO,Bajo,Bajo,1,Alta
52696,SANTA BÁRBARA,Bajo,Bajo,1,Alta
52699,SANTACRUZ,Bajo,Bajo,1,Alta
52720,SAPUYES,Bajo,Bajo,1,Alta
52786,TAMINANGO,Bajo,Bajo,1,Alta
52788,TANGUA,Bajo,Bajo,1,Alta
52835,SAN ANDRÉS DE TUMACO,Alto,Alto,1,Alta
52838,TÚQUERRES,Bajo,Bajo,1,Alta
52885,YACUANQUER,Bajo,Bajo,1,Alta
54001,SAN JOSÉ DE CÚCUTA,Crítico,Crítico,1,Alta
54003,ÁBREGO,Alto,Alto,1,Alta
54051,ARBOLEDAS,Bajo,Bajo,1,Alta
54099,BOCHALEMA,Medio,Medio,1,Alta
54109,BUCARASICA,Bajo,Bajo,1,Alta
54125,CÁCOTA,Bajo,Bajo,1,Alta
54128,CÁCHIRA,Bajo,Bajo,1,Alta
54172,CHINÁCOTA,Medio,Medio,1,Alta
54174,CHITAGÁ,Bajo,Bajo,1,Alta
54206,CONVENCIÓN,Bajo,Bajo,1,Alta
54223,CUCUTILLA,Bajo,Bajo,1,Alta
54239,DURANIA,Bajo,Bajo,1,Alta
54245,EL CARMEN,Medio,Medio,1,Alta
54250,EL TARRA,Bajo,Bajo,1,Alta
54261,EL ZULIA,Crítico,Crítico,1,Alta
54313,GRAMALOTE,Bajo,Bajo,1,Alta
54344,HACARÍ,Bajo,Bajo,1,Alta
54347,HERRÁN,Medio,Medio,1,Alta
54377,LABATECA,Medio,Medio,1,Alta
54385,LA ESPERANZA,Medio,Medio,1,Alta
54398,LA PLAYA,Bajo,Bajo,1,Alta
54405,LOS PATIOS,Medio,Medio,1,Alta
54418,LOURDES,Bajo,Bajo,1,Alta
54480,MUTISCUA,Bajo,Bajo,1,Alta
54498,OCAÑA,Medio,Medio,1,Alta
54518,PAMPLONA,Medio,Medio,1,Alta
54520,PAMPLONITA,Medio,Medio,1,Alta
54553,PUERTO SANTANDER,Bajo,Bajo,1,Alta
54599,RAGONVALIA,Bajo,Bajo,1,Alta
54660,SALAZAR,Medio,Medio,1,Alta
54670,SAN CALIXTO,Bajo,Bajo,1,Alta
54673,SAN CAYETANO,Crítico,Crítico,1,Alta
54680,SANTIAGO,Medio,Medio,1,Alta
54720,SARDINATA,Crítico,Crítico,1,Alta
54743,SILOS,Bajo,Bajo,1,Alta
54800,TEORAMA,Bajo,Bajo,1,Alta
54810,TIBÚ,Crítico,Crítico,1,Alta
54820,TOLEDO,Medio,Medio,1,Alta
54871,VILLA CARO,Bajo,Bajo,1,Alta
54874,VILLA DEL ROSARIO,Medio,Medio,1,Alta
63001,ARMENIA,Bajo,Bajo,1,Alta
63111,BUENAVISTA,Bajo,Bajo,1,Alta
63130,CALARCÁ,Medio,Medio,1,Alta
63190,CIRCASIA,Bajo,Bajo,1,Alta
63212,CÓRDOBA,Bajo,Bajo,1,Alta
63272,FILANDIA,Bajo,Bajo,1,Alta
63302,GÉNOVA,Bajo,Bajo,1,Alta
63401,LA TEBAIDA,Bajo,Bajo,1,Alta
63470,MONTENEGRO,Bajo,Bajo,1,Alta
63548,PIJAO,Medio,Medio,1,Alta
63594,QUIMBAYA,Bajo,Bajo,1,Alta
63690,SALENTO,Bajo,Bajo,1,Alta
66001,PEREIRA,Bajo,Bajo,1,Alta
66045,APÍA,Medio,Medio,1,Alta
66075,BALBOA,Medio,Medio,1,Alta
66088,BELÉN DE UMBRÍA,Bajo,Bajo,1,Alta
66170,DOSQUEBRADAS,Bajo,Bajo,1,Alta
66318,GUÁTICA,Bajo,Bajo,1,Alta
66383,LA CELIA,Bajo,Bajo,1,Alta
66400,LA VIRGINIA,Bajo,Bajo,1,Alta
66440,MARSELLA,Bajo,Bajo,1,Alta
66456,MISTRATÓ,Medio,Medio,1,Alta
66572,PUEBLO RICO,Bajo,Bajo,1,Alta
66594,QUINCHÍA,Alto,Alto,1,Alta
66682,SANTA ROSA DE CABAL,Alto,Alto,1,Alta
66687,SANTUARIO,Medio,Medio,1,Alta
68001,BUCARAMANGA,Medio,Medio,1,Alta
68013,AGUADA,Bajo,Bajo,1,Alta
68020,ALBANIA,Medio,Medio,1,Alta
68051,ARATOCA,Bajo,Bajo,1,Alta
68077,BARBOSA,Bajo,Bajo,1,Alta
68079,BARICHARA,Bajo,Bajo,1,Alta
68081,BARRANCABERMEJA,Crítico,Crítico,1,Alta
68092,BETULIA,Alto,Alto,1,Alta
68101,BOLÍVAR,Medio,Medio,1,Alta
68121,CABRERA,Bajo,Bajo,1,Alta
68132,CALIFORNIA,Alto,Alto,1,Alta
68147,CAPITANEJO,Bajo,Bajo,1,Alta
68152,CARCASÍ,Bajo,Bajo,1,Alta
68160,CEPITÁ,Medio,Medio,1,Alta
68162,CERRITO,Bajo,Bajo,1,Alta
68167,CHARALÁ,Medio,Medio,1,Alta
68169,CHARTA,Bajo,Bajo,1,Alta
68176,CHIMA,Bajo,Bajo,1,Alta
68179,CHIPATÁ,Bajo,Bajo,1,Alta
68190,CIMITARRA,Alto,Alto,1,Alta
68207,CONCEPCIÓN,Bajo,Bajo,1,Alta
68209,CONFINES,Bajo,Bajo,1,Alta
68211,CONTRATACIÓN,Bajo,Bajo,1,Alta
68217,COROMORO,Bajo,Bajo,1,Alta
68229,CURITÍ,Bajo,Bajo,1,Alta
68235,EL CARMEN DE CHUCURÍ,Medio,Medio,1,Alta
68245,EL GUACAMAYO,Bajo,Bajo,1,Alta
68250,EL PEÑÓN,Bajo,Bajo,1,Alta
68255,EL PLAYÓN,Bajo,Bajo,1,Alta
68264,ENCINO,Bajo,Bajo,1,Alta
68266,ENCISO,Bajo,Bajo,1,Alta
68271,FLORIÁN,Bajo,Bajo,1,Alta
68276,FLORIDABLANCA,Medio,Medio,1,Alta
68296,GALÁN,Bajo,Bajo,1,Alta
68298,GÁMBITA,Bajo,Bajo,1,Alta
68307,GIRÓN,Crítico,Crítico,1,Alta
68318,GUACA,Bajo,Bajo,1,Alta
68320,GUADALUPE,Bajo,Bajo,1,Alta
68322,GUAPOTÁ,Bajo,Bajo,1,Alta
68324,GUAVATÁ,Bajo,Bajo,1,Alta
68327,GÜEPSA,Bajo,Bajo,1,Alta
68344,HATO,Bajo,Bajo,1,Alta
68368,JESÚS MARÍA,Bajo,Bajo,1,Alta
68370,JORDÁN,Bajo,Bajo,1,Alta
68377,LA BELLEZA,Bajo,Bajo,1,Alta
68385,LANDÁZURI,Bajo,Bajo,1,Alta
68397,LA PAZ,Medio,Medio,1,Alta
68406,LEBRIJA,Bajo,Bajo,1,Alta
68418,LOS SANTOS,Medio,Medio,1,Alta
68425,MACARAVITA,Bajo,Bajo,1,Alta
68432,MÁLAGA,Bajo,Bajo,1,Alta
68444,MATANZA,Bajo,Bajo,1,Alta
68464,MOGOTES,Medio,Medio,1,Alta
68468,MOLAGAVITA,Bajo,Bajo,1,Alta
68498,OCAMONTE,Bajo,Bajo,1,Alta
68500,OIBA,Bajo,Bajo / Medio,2,Media
68502,ONZAGA,Bajo,Bajo,1,Alta
68522,PALMAR,Bajo,Bajo,1,Alta
68524,PALMAS DEL SOCORRO,Bajo,Bajo,1,Alta
68533,PÁRAMO,Bajo,Bajo,1,Alta
68547,PIEDECUESTA,Medio,Medio,1,Alta
68549,PINCHOTE,Bajo,Bajo,1,Alta
68572,PUENTE NACIONAL,Bajo,Bajo,1,Alta
68573,PUERTO PARRA,Bajo,Bajo,1,Alta
68575,PUERTO WILCHES,Alto,Alto,1,Alta
68615,RIONEGRO,Alto,Alto,1,Alta
68655,SABANA DE TORRES,Alto,Alto,1,Alta
68669,SAN ANDRÉS,Bajo,Bajo,1,Alta
68673,SAN BENITO,Bajo,Bajo,1,Alta
68679,SAN GIL,Medio,Medio,1,Alta
68682,SAN JOAQUÍN,Bajo,Bajo,1,Alta
68684,SAN JOSÉ DE MIRANDA,Bajo,Bajo,1,Alta
68686,SAN MIGUEL,Bajo,Bajo,1,Alta
68689,SAN VICENTE DE CHUCURÍ,Alto,Alto,1,Alta
68705,SANTA BÁRBARA,Bajo,Bajo,1,Alta
68720,SANTA HELENA DEL OPÓN,Bajo,Bajo,1,Alta
68745,SIMACOTA,Bajo,Bajo,1,Alta
68755,SOCORRO,Bajo,Bajo,1,Alta
68770,SUAITA,Bajo,Bajo,1,Alta
68773,SUCRE,Bajo,Bajo,1,Alta
68780,SURATÁ,Bajo,Bajo,1,Alta
68820,TONA,Bajo,Bajo,1,Alta
68855,VALLE DE SAN JOSÉ,Bajo,Bajo,1,Alta
68861,VÉLEZ,Medio,Medio,1,Alta
68867,VETAS,Medio,Medio,1,Alta
68872,VILLANUEVA,Bajo,Bajo,1,Alta
68895,ZAPATOCA,Bajo,Bajo,1,Alta
70001,SINCELEJO,Medio,Medio,1,Alta
70110,BUENAVISTA,Bajo,Bajo,1,Alta
70124,CAIMITO,Bajo,Bajo,1,Alta
70204,COLOSÓ,Medio,Medio,1,Alta
70215,COROZAL,Bajo,Bajo,1,Alta
70221,COVEÑAS,Bajo,Bajo,1,Alta
70230,CHALÁN,Bajo,Bajo,1,Alta
70233,EL ROBLE,Bajo,Bajo,1,Alta
70235,GALERAS,Bajo,Bajo,1,Alta
70265,GUARANDA,Bajo,Bajo,1,Alta
70400,LA UNIÓN,Bajo,Bajo,1,Alta
70418,LOS PALMITOS,Bajo,Bajo,1,Alta
70429,MAJAGUAL,Bajo,Bajo,1,Alta
70473,MORROA,Bajo,Bajo,1,Alta
70508,OVEJAS,Bajo,Bajo,1,Alta
70523,PALMITO,Bajo,Bajo,1,Alta
70670,SAMPUÉS,Bajo,Bajo,1,Alta
70678,SAN BENITO ABAD,Bajo,Bajo,1,Alta
70702,SAN JUAN DE BETULIA,Bajo,Bajo,1,Alta
70708,SAN MARCOS,Bajo,Bajo,1,Alta
70713,SAN ONOFRE,Bajo,Bajo,1,Alta
70717,SAN PEDRO,Bajo,Bajo,1,Alta
70742,SAN LUIS DE SINCÉ,Bajo,Bajo,1,Alta
70771,SUCRE,Bajo,Bajo,1,Alta
70820,SANTIAGO DE TOLÚ,Bajo,Bajo,1,Alta
70823,SAN JOSÉ DE TOLUVIEJO,Alto,Alto,1,Alta
73001,IBAGUÉ,Crítico,Crítico,1,Alta
73024,ALPUJARRA,Bajo,Bajo,1,Alta
73026,ALVARADO,Medio,Medio,1,Alta
73030,AMBALEMA,Bajo,Bajo,1,Alta
73043,ANZOÁTEGUI,Bajo,Bajo,1,Alta
73055,ARMERO,Alto,Alto,1,Alta
73067,ATACO,Medio,Medio,1,Alta
73124,CAJAMARCA,Bajo,Bajo,1,Alta
73148,CARMEN DE APICALÁ,Medio,Medio,1,Alta
73152,CASABIANCA,Bajo,Bajo,1,Alta
73168,CHAPARRAL,Crítico,Crítico,1,Alta
73200,COELLO,Crítico,Crítico,1,Alta
73217,COYAIMA,Medio,Medio,1,Alta
73226,CUNDAY,Bajo,Bajo,1,Alta
73236,DOLORES,Bajo,Bajo,1,Alta
73268,ESPINAL,Alto,Alto,1,Alta
73270,FALAN,Medio,Medio,1,Alta
73275,FLANDES,Crítico,Crítico,1,Alta
73283,FRESNO,Bajo,Bajo,1,Alta
73319,GUAMO,Alto,Alto,1,Alta
73347,HERVEO,Bajo,Bajo,1,Alta
73349,HONDA,Medio,Medio,1,Alta
73352,ICONONZO,Bajo,Bajo,1,Alta
73408,LÉRIDA,Bajo,Bajo,1,Alta
73411,LÍBANO,Medio,Medio,1,Alta
73443,SAN SEBASTIÁN DE MARIQUITA,Bajo,Bajo,1,Alta
73449,MELGAR,Medio,Medio,1,Alta
73461,MURILLO,Bajo,Bajo,1,Alta
73483,NATAGAIMA,Bajo,Bajo,1,Alta
73504,ORTEGA,Medio,Medio,1,Alta
73520,PALOCABILDO,Bajo,Bajo,1,Alta
73547,PIEDRAS,Bajo,Bajo,1,Alta
73555,PLANADAS,Bajo,Bajo,1,Alta
73563,PRADO,Bajo,Bajo,1,Alta
73585,PURIFICACIÓN,Bajo,Bajo,1,Alta
73616,RIOBLANCO,Bajo,Bajo,1,Alta
73622,RONCESVALLES,Bajo,Bajo,1,Alta
73624,ROVIRA,Medio,Medio,1,Alta
73671,SALDAÑA,Medio,Medio,1,Alta
73675,SAN ANTONIO,Bajo,Bajo,1,Alta
73678,SAN LUIS,Alto,Alto,1,Alta
73686,SANTA ISABEL,Bajo,Bajo,1,Alta
73770,SUÁREZ,Medio,Medio,1,Alta
73854,VALLE DE SAN JUAN,Medio,Medio,1,Alta
73861,VENADILLO,Bajo,Bajo,1,Alta
73870,VILLAHERMOSA,Bajo,Bajo,1,Alta
73873,VILLARRICA,Bajo,Bajo,1,Alta
76001,SANTIAGO DE CALI,Alto,Alto,1,Alta
76020,ALCALÁ,Bajo,Bajo,1,Alta
76036,ANDALUCÍA,Bajo,Bajo,1,Alta
76041,ANSERMANUEVO,Medio,Medio,1,Alta
76054,ARGELIA,Bajo,Bajo,1,Alta
76100,BOLÍVAR,Bajo,Bajo,1,Alta
76109,BUENAVENTURA,Alto,Alto,1,Alta
76111,GUADALAJARA DE BUGA,Medio,Medio,1,Alta
76113,BUGALAGRANDE,Bajo,Bajo,1,Alta
76122,CAICEDONIA,Medio,Medio,1,Alta
76126,CALIMA,Bajo,Bajo,1,Alta
76130,CANDELARIA,Bajo,Bajo,1,Alta
76147,CARTAGO,Medio,Medio,1,Alta
76233,DAGUA,Bajo,Bajo,1,Alta
76243,EL ÁGUILA,Bajo,Bajo,1,Alta
76246,EL CAIRO,Bajo,Bajo,1,Alta
76248,EL CERRITO,Medio,Medio,1,Alta
76250,EL DOVIO,Bajo,Bajo,1,Alta
76275,FLORIDA,Bajo,Bajo,1,Alta
76306,GINEBRA,Medio,Medio,1,Alta
76318,GUACARÍ,Bajo,Bajo,1,Alta
76364,JAMUNDÍ,Crítico,Crítico,1,Alta
76377,LA CUMBRE,Bajo,Bajo,1,Alta
76400,LA UNIÓN,Bajo,Bajo,1,Alta
76403,LA VICTORIA,Medio,Medio,1,Alta
76497,OBANDO,Bajo,Bajo,1,Alta
76520,PALMIRA,Medio,Medio,1,Alta
76563,PRADERA,Bajo,Bajo,1,Alta
76606,RESTREPO,Bajo,Bajo,1,Alta
76616,RIOFRÍO,Medio,Medio,1,Alta
76622,ROLDANILLO,Medio,Medio,1,Alta
76670,SAN PEDRO,Bajo,Bajo,1,Alta
76736,SEVILLA,Bajo,Bajo,1,Alta
76823,TORO,Bajo,Bajo,1,Alta
76828,TRUJILLO,Bajo,Bajo,1,Alta
76834,TULUÁ,Medio,Medio,1,Alta
76845,ULLOA,Bajo,Bajo,1,Alta
76863,VERSALLES,Bajo,Bajo,1,Alta
76869,VIJES,Medio,Medio,1,Alta
76890,YOTOCO,Alto,Alto,1,Alta
76892,YUMBO,Crítico,Crítico,1,Alta
76895,ZARZAL,Bajo,Bajo,1,Alta
81001,ARAUCA,Bajo,Bajo,1,Alta
81065,ARAUQUITA,Bajo,Bajo,1,Alta
81220,CRAVO NORTE,Medio,Medio,1,Alta
81300,FORTUL,Bajo,Bajo,1,Alta
81591,PUERTO RONDÓN,Bajo,Bajo,1,Alta
81736,SARAVENA,Medio,Medio,1,Alta
81794,TAME,Alto,Alto,1,Alta
85001,YOPAL,Alto,Alto,1,Alta
85010,AGUAZUL,Medio,Medio,1,Alta
85015,CHÁMEZA,Bajo,Bajo,1,Alta
85125,HATO COROZAL,Alto,Alto,1,Alta
85136,LA SALINA,Bajo,Bajo,1,Alta
85139,MANÍ,Crítico,Crítico,1,Alta
85162,MONTERREY,Medio,Medio,1,Alta
85225,NUNCHÍA,Medio,Medio,1,Alta
85230,OROCUÉ,Medio,Medio,1,Alta
85250,PAZ DE ARIPORO,Alto,Alto,1,Alta
85263,PORE,Medio,Medio,1,Alta
85279,RECETOR,Medio,Medio,1,Alta
85300,SABANALARGA,Bajo,Bajo,1,Alta
85315,SÁCAMA,Bajo,Bajo,1,Alta
85325,SAN LUIS DE PALENQUE,Bajo,Bajo,1,Alta
85400,TÁMARA,Bajo,Bajo,1,Alta
85410,TAURAMENA,Medio,Medio,1,Alta
85430,TRINIDAD,Bajo,Bajo,1,Alta
85440,VILLANUEVA,Medio,Medio,1,Alta
86001,MOCOA,Crítico,Crítico,1,Alta
86219,COLÓN,Bajo,Bajo,1,Alta
86320,ORITO,Crítico,Crítico,1,Alta
86568,PUERTO ASÍS,Crítico,Crítico,1,Alta
86569,PUERTO CAICEDO,Alto,Alto,1,Alta
86571,PUERTO GUZMÁN,Crítico,Crítico,1,Alta
86573,PUERTO LEGUÍZAMO,Crítico,Crítico,1,Alta
86749,SIBUNDOY,Bajo,Bajo,1,Alta
86755,SAN FRANCISCO,Alto,Alto,1,Alta
86757,SAN MIGUEL,Alto,Alto,1,Alta
86760,SANTIAGO,Bajo,Bajo,1,Alta
86865,VALLE DEL GUAMUEZ,Alto,Alto,1,Alta
86885,VILLAGARZÓN,Alto,Alto,1,Alta
88001,SAN ANDRÉS,Bajo,Bajo,1,Alta
88564,PROVIDENCIA,Bajo,Bajo,1,Alta
91001,LETICIA,Bajo,Bajo,1,Alta
91263,EL ENCANTO,Bajo,Bajo,1,Alta
91405,LA CHORRERA,Bajo,Bajo,1,Alta
91407,LA PEDRERA,Bajo,Bajo,1,Alta
91430,LA VICTORIA,Bajo,Bajo,1,Alta
91460,MIRITÍ - PARANÁ,Bajo,Bajo,1,Alta
91530,PUERTO ALEGRÍA,Bajo,Bajo,1,Alta
91536,PUERTO ARICA,Bajo,Bajo,1,Alta
91540,PUERTO NARIÑO,Bajo,Bajo,1,Alta
91669,PUERTO SANTANDER,Medio,Medio,1,Alta
91798,TARAPACÁ,Bajo,Bajo,1,Alta
94001,INÍRIDA,Crítico,Crítico,1,Alta
94343,BARRANCOMINAS,Bajo,Bajo,1,Alta
94883,SAN FELIPE,Bajo,Bajo,1,Alta
94884,PUERTO COLOMBIA,Bajo,Bajo,1,Alta
94885,LA GUADALUPE,Bajo,Bajo,1,Alta
94886,CACAHUAL,Bajo,Bajo,1,Alta
94887,PANA PANA,Bajo,Bajo,1,Alta
94888,MORICHAL,Bajo,Bajo,1,Alta
95001,SAN JOSÉ DEL GUAVIARE,Crítico,Crítico,1,Alta
95015,CALAMAR,Alto,Alto,1,Alta
95025,EL RETORNO,Alto,Alto,1,Alta
95200,MIRAFLORES,Medio,Medio,1,Alta
97001,MITÚ,Medio,Medio,1,Alta
97161,CARURÚ,Bajo,Bajo,1,Alta
97511,PACOA,Bajo,Bajo,1,Alta
97666,TARAIRA,Bajo,Bajo,1,Alta
97777,PAPUNAHUA,Bajo,Bajo,1,Alta
97889,YAVARATÉ,Bajo,Bajo,1,Alta
99001,PUERTO CARREÑO,Alto,Alto,1,Alta
99524,LA PRIMAVERA,Medio,Medio,1,Alta
99624,SANTA ROSALÍA,Bajo,Bajo,1,Alta
99773,CUMARIBO,Medio,Medio,1,Alta
