cod_dane_mpio,cod_dane_dpto,nombre_mpio,nombre_dpto,tipo_unidad_territorial,n_titulos_mineros,tiene_titulos_mineros,area_titulada_union_ha,pct_area_unidad_titulada_union,area_titulada_suma_ha,anotaciones_total,n_modalidades_distintas,n_minerales_distintos,score_presion_minera,score_senal_hidrica,n_parametros_hidricos_evaluables,principal_parametro_atipico,tiene_monitoreo_agua,n_sitios_monitoreo,ultima_observacion_agua,monitoreo_reciente,brecha_monitoreo_agua,n_registros_dtd,n_coordenadas_dtd_unicas,n_nucleos_dtd,n_registros_dtd_codigo_placeholder,tiene_dtd_reciente,score_deteccion_temprana,bosque_2024_ha,no_bosque_2024_ha,pct_bosque_2024,deforestacion_2023_2024_ha,fuente_forestal,cobertura_forestal_confirmada_mvp,disponible_mineria,disponible_agua,disponible_dtd,disponible_bosque_confirmado,n_componentes_disponibles,nivel_disponibilidad_datos,score_brecha_informacion
27006,27,ACANDÍ,CHOCÓ,Municipio,1,True,3.236647313631931,0.0040556610040121,3.236647313631931,3,1,12,27.62,,,,False,0,,False,True,5,5,0,0,True,75.68,,,,,,False,True,False,True,False,2,medio,50.0
27025,27,ALTO BAUDÓ,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,6,6,0,0,True,76.39,,,,,,False,True,False,True,False,2,medio,50.0
27050,27,ATRATO,CHOCÓ,Municipio,5,True,891.510607433733,2.113716822274938,891.5106074337331,21,1,17,60.57,,,,False,0,,False,True,4,4,0,0,True,74.84,,,,,,False,True,False,True,False,2,medio,50.0
27073,27,BAGADÓ,CHOCÓ,Municipio,19,True,28594.766240225774,35.408461107576386,28595.85419900845,123,2,18,93.75,,,,False,0,,False,True,14,14,0,0,True,79.58,,,,,,False,True,False,True,False,2,medio,50.0
27075,27,BAHÍA SOLANO,CHOCÓ,Municipio,1,True,137.6688085070934,0.1536404028939889,137.6688085070934,0,1,4,28.23,,,,False,0,,False,True,1,1,0,0,True,70.59,,,,,,False,True,False,True,False,2,medio,50.0
27077,27,BAJO BAUDÓ,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,4,4,0,0,True,74.84,,,,,,False,True,False,True,False,2,medio,50.0
27099,27,BOJAYÁ,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,2,2,0,0,True,72.37,,,,,,False,True,False,True,False,2,medio,50.0
27135,27,EL CANTÓN DEL SAN PABLO,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,6,6,0,0,True,76.39,,,,,,False,True,False,True,False,2,medio,50.0
27150,27,CARMEN DEL DARIÉN,CHOCÓ,Municipio,19,True,21109.56971155784,6.26486711859098,21109.63369433782,16,1,11,75.68,,,,False,0,,False,True,4,4,0,0,True,74.84,,,,,,False,True,False,True,False,2,medio,50.0
27160,27,CÉRTEGUI,CHOCÓ,Municipio,5,True,3981.413556125064,9.400963195188968,3981.4135561271046,36,1,14,74.28,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27205,27,CONDOTO,CHOCÓ,Municipio,30,True,12641.339093824276,27.017976815845863,12641.37324351237,151,2,31,94.94,,,,False,0,,False,True,7,7,0,0,True,76.74,,,,,,False,True,False,True,False,2,medio,50.0
27245,27,EL CARMEN DE ATRATO,CHOCÓ,Municipio,21,True,40388.2197620205,48.64328644615433,40388.98588920773,199,2,21,96.3,93.88,28.0,CROMO POTENCIALMENTE BIODISPONIBLE,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
27250,27,EL LITORAL DEL SAN JUAN,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,1,1,0,0,True,70.59,,,,,,False,True,False,True,False,2,medio,50.0
27361,27,ISTMINA,CHOCÓ,Municipio,9,True,8396.757503349703,4.463814869226286,8396.757503349698,28,1,92,71.23,,,,False,0,,False,True,8,8,0,0,True,77.3,,,,,,False,True,False,True,False,2,medio,50.0
27372,27,JURADÓ,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,2,2,0,0,True,72.37,,,,,,False,True,False,True,False,2,medio,50.0
27413,27,LLORÓ,CHOCÓ,Municipio,13,True,14633.373096703011,17.356106758169286,14633.464238723904,89,1,16,87.58,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27425,27,MEDIO ATRATO,CHOCÓ,Municipio,3,True,17513.363294651124,9.655876078241963,17513.36376527789,16,1,9,67.1,,,,False,0,,False,True,9,9,0,0,True,78.05,,,,,,False,True,False,True,False,2,medio,50.0
27430,27,MEDIO BAUDÓ,CHOCÓ,Municipio,1,True,1.9169781559323477e-05,1.3962519904165842e-08,1.916978155926078e-05,3,1,8,27.13,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27450,27,MEDIO SAN JUAN,CHOCÓ,Municipio,3,True,1373.8499794775562,2.069719255892116,1373.849979477556,6,1,86,52.33,,,,False,0,,False,True,2,2,0,0,True,72.37,,,,,,False,True,False,True,False,2,medio,50.0
27491,27,NÓVITA,CHOCÓ,Municipio,11,True,11089.505260569971,11.726564185962648,11089.505260569968,48,1,21,82.18,,,,False,0,,False,True,10,10,0,0,True,78.55,,,,,,False,True,False,True,False,2,medio,50.0
27493,27,NUEVO BELÉN DE BAJIRÁ,CHOCÓ,Municipio,5,True,6173.639508686327,4.788513919418636,6173.742969025206,8,1,10,62.96,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27495,27,NUQUÍ,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
27580,27,RÍO IRÓ,CHOCÓ,Municipio,5,True,1220.0658450484043,3.7515492990514474,1220.065921502665,27,1,7,65.92,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27600,27,RÍO QUITO,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
27615,27,RIOSUCIO,CHOCÓ,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,15,15,0,0,True,79.98,,,,,,False,True,False,True,False,2,medio,50.0
27660,27,SAN JOSÉ DEL PALMAR,CHOCÓ,Municipio,1,True,544.6141131457354,0.3441426399934885,544.6141131457354,2,1,3,33.93,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
27745,27,SIPÍ,CHOCÓ,Municipio,1,True,9.531339329163066,0.0060422324769698,9.531339329163066,17,1,4,32.69,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27787,27,TADÓ,CHOCÓ,Municipio,24,True,24629.88827059093,34.447729237692386,24629.90825591323,167,2,30,95.31,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
27800,27,UNGUÍA,CHOCÓ,Municipio,1,True,2047.8099736540496,1.7191726839602364,2047.8099736540496,3,1,3,44.02,,,,False,0,,False,True,3,3,0,0,True,73.9,,,,,,False,True,False,True,False,2,medio,50.0
27810,27,UNIÓN PANAMERICANA,CHOCÓ,Municipio,7,True,2948.977615372221,16.582425326778885,2948.977616870045,37,2,6,80.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41001,41,NEIVA,HUILA,Municipio,19,True,3805.459513181877,2.998271338665758,3805.4623567889207,116,2,12,77.75,77.88,30.0,ZINC TOTAL EN AGUA,True,8,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41006,41,ACEVEDO,HUILA,Municipio,1,True,2.4640814878909936,0.004722202065374,2.4640814878909936,2,1,1,27.11,74.37,16.0,NITROGENO TOTAL,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41013,41,AGRADO,HUILA,Municipio,1,True,74.59627828718024,0.2725604923414433,74.59627828718024,5,1,3,34.61,78.06,28.0,PLOMO POTENCIALMENTE BIODISPONIBLE,True,1,2015.0,False,True,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41016,41,AIPE,HUILA,Municipio,12,True,4792.4137905787165,6.025857537937661,4792.413790578717,39,3,17,76.74,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41020,41,ALGECIRAS,HUILA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,77.07,16.0,PH,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41026,41,ALTAMIRA,HUILA,Municipio,1,True,81.49894821214185,0.4503889397190695,81.49894821214185,5,1,5,36.84,72.03,26.0,PH,True,3,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41078,41,BARAYA,HUILA,Municipio,1,True,604.4868536138038,0.7695770971153816,604.4868536138038,3,1,1,38.36,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41132,41,CAMPOALEGRE,HUILA,Municipio,9,True,2148.6303634703117,4.644629942993667,2148.630364070432,53,2,12,74.19,74.59,25.0,PH,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41206,41,COLOMBIA,HUILA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,80.16,24.0,PLOMO POTENCIALMENTE BIODISPONIBLE,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41244,41,ELÍAS,HUILA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,78.1,25.0,CROMO POTENCIALMENTE BIODISPONIBLE,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41298,41,GARZÓN,HUILA,Municipio,4,True,2002.3738931505093,3.302315119478791,2002.3738931505093,12,2,12,59.85,84.42,30.0,PH,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41306,41,GIGANTE,HUILA,Municipio,4,True,345.42169225560974,0.6859535353968955,345.42169225560986,3,2,5,45.28,68.24,31.0,MANGANESO TOTAL EN AGUA,True,3,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41319,41,GUADALUPE,HUILA,Municipio,1,True,7.385882166051096,0.0295951927008691,7.385882166051096,3,1,1,28.33,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41349,41,HOBO,HUILA,Municipio,2,True,100.65245557473196,0.5183803218540219,100.65245557473204,8,1,5,41.58,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41357,41,ÍQUIRA,HUILA,Municipio,3,True,1159.7102300694082,3.2535276538291256,1159.7102300694078,17,1,12,58.95,73.29,15.0,PH,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41359,41,ISNOS,HUILA,Municipio,4,True,212.3700500182965,0.5728449227101459,212.37005001829655,11,2,3,47.59,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41378,41,LA ARGENTINA,HUILA,Municipio,1,True,21.905601508735668,0.0614535863658035,21.905601508735668,2,1,6,29.02,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41396,41,LA PLATA,HUILA,Municipio,4,True,1786.3659393128708,2.19274426351268,1786.3659393128733,12,2,7,56.77,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41483,41,NÁTAGA,HUILA,Municipio,1,True,281.67350746168256,2.135110037661088,281.67350746168256,8,1,1,47.38,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41503,41,OPORAPA,HUILA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41518,41,PAICOL,HUILA,Municipio,13,True,571.6086930911825,2.0541703578554453,571.6086930911971,40,1,11,69.4,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41524,41,PALERMO,HUILA,Municipio,40,True,9425.304456645685,10.662629095602105,9430.94688225676,197,4,25,90.94,86.85,30.0,MANGANESO POTENCIALMENTE BIODISPONIBLE,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41530,41,PALESTINA,HUILA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,81.62,16.0,DEMANDA BIOQUIMICA DE OXIGENO DBO5,True,3,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41548,41,PITAL,HUILA,Municipio,1,True,12.646572615485775,0.0653086074962407,12.646572615485775,2,1,2,29.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41551,41,PITALITO,HUILA,Municipio,26,True,1351.0752200449872,2.142076103578714,1351.075220044987,58,4,17,74.62,69.4,30.0,PH,True,4,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41615,41,RIVERA,HUILA,Municipio,11,True,1718.4389707211803,6.843382287372555,1718.4398815344666,56,2,16,79.19,73.56,26.0,PH,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41660,41,SALADOBLANCO,HUILA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41668,41,SAN AGUSTÍN,HUILA,Municipio,1,True,100.14210292478192,0.0720006253762821,100.14210292478192,14,1,1,34.07,83.68,16.0,TEMPERATURA,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41676,41,SANTA MARÍA,HUILA,Municipio,3,True,55.50372436963865,0.1635805212994465,55.50372436963865,26,1,1,44.13,82.17,16.0,PH,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41770,41,SUAZA,HUILA,Municipio,1,True,371.77181247169176,0.8653433447498584,371.77181247169176,4,1,2,39.81,68.31,15.0,PH,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41791,41,TARQUI,HUILA,Municipio,1,True,3.356306601045838,0.0092513523496675,3.356306601045838,2,1,2,27.29,95.39,25.0,MANGANESO POTENCIALMENTE BIODISPONIBLE,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41797,41,TESALIA,HUILA,Municipio,21,True,2305.0820125773703,6.281609546725665,2305.082016297696,72,1,29,82.46,98.14,31.0,ALUMINIO TOTAL EN AGUA,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41799,41,TELLO,HUILA,Municipio,1,True,36.4370019155523,0.0687332038987471,36.43700191555232,6,1,2,31.32,68.09,15.0,PH,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41801,41,TERUEL,HUILA,Municipio,6,True,439.3869040502008,0.9315829977110692,439.3869040502007,40,2,3,59.3,83.92,15.0,PH,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41807,41,TIMANÁ,HUILA,Municipio,2,True,18.472337006493508,0.0994624984489818,18.472337006493508,4,1,1,34.76,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
41872,41,VILLAVIEJA,HUILA,Municipio,5,True,1781.288790650532,3.2766585945908164,1781.2887906505316,10,1,6,60.83,71.4,27.0,TURBIDEZ,True,2,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
41885,41,YAGUARÁ,HUILA,Municipio,10,True,1674.904874459346,5.032514127925614,1674.9102456888509,33,1,7,73.77,100.0,31.0,ALUMINIO TOTAL EN AGUA,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
44001,44,RIOHACHA,LA GUAJIRA,Municipio,8,True,9915.558076054556,3.2166649530361977,9915.558319447764,33,1,5,68.54,95.47,22.0,CONDUCTIVIDAD ELECTRICA,True,1,2022.0,True,False,7,7,0,0,True,76.74,,,,,,False,True,True,True,False,3,alto,25.0
44035,44,ALBANIA,LA GUAJIRA,Municipio,2,True,13272.53361363377,24.362012138248897,13272.558797486345,29,2,11,72.63,95.39,30.0,CONDUCTIVIDAD ELECTRICA,True,1,2022.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
44078,44,BARRANCAS,LA GUAJIRA,Municipio,23,True,42135.38610479096,52.72017032348171,42135.421289988895,180,4,16,96.6,,,,False,0,,False,True,1,1,0,0,True,70.59,,,,,,False,True,False,True,False,2,medio,50.0
44090,44,DIBULLA,LA GUAJIRA,Municipio,7,True,1695.3853581017868,0.970553482190262,1695.3853581017863,23,1,5,58.15,,,,False,0,,False,True,1,1,0,0,True,70.59,,,,,,False,True,False,True,False,2,medio,50.0
44098,44,DISTRACCIÓN,LA GUAJIRA,Municipio,5,True,2643.08743015382,11.421449358961738,2643.0874301538206,36,2,7,75.49,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
44110,44,EL MOLINO,LA GUAJIRA,Municipio,2,True,5566.945847202245,23.03277275875087,5566.945847202248,19,2,5,70.68,,,,False,0,,False,True,8,8,0,0,True,77.3,,,,,,False,True,False,True,False,2,medio,50.0
44279,44,FONSECA,LA GUAJIRA,Municipio,3,True,23747.812852889227,50.25534410379918,23747.96911718475,31,2,5,77.83,,,,False,0,,False,True,2,2,0,0,True,72.37,,,,,,False,True,False,True,False,2,medio,50.0
44378,44,HATONUEVO,LA GUAJIRA,Municipio,5,True,6497.566020611416,30.335988830964645,6497.566020611405,84,3,11,83.77,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
44420,44,LA JAGUA DEL PILAR,LA GUAJIRA,Municipio,3,True,504.85771927341466,2.816498807904816,504.8577192734144,7,2,13,54.67,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
44430,44,MAICAO,LA GUAJIRA,Municipio,1,True,552.7639404786485,0.3132677241813196,552.7639404786485,24,1,10,40.35,89.53,8.0,CONDUCTIVIDAD ELECTRICA,True,1,2012.0,False,True,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
44560,44,MANAURE,LA GUAJIRA,Municipio,2,True,5510.938511697146,3.4111891040141056,5510.938511697149,9,2,4,54.54,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
44650,44,SAN JUAN DEL CESAR,LA GUAJIRA,Municipio,10,True,12869.157156589175,9.834618710937136,12869.162053012467,71,2,14,81.84,80.87,28.0,CADMIO POTENCIALMENTE BIODISPONIBLE,True,2,2022.0,True,False,1,1,0,0,True,70.59,,,,,,False,True,True,True,False,3,alto,25.0
44847,44,URIBIA,LA GUAJIRA,Municipio,7,True,2076.0047902825017,0.2639205786821725,2076.0047902825013,22,3,6,51.25,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
44855,44,URUMITA,LA GUAJIRA,Municipio,5,True,4138.649351855374,16.837881333176366,4138.649351855374,16,1,7,74.19,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
44874,44,VILLANUEVA,LA GUAJIRA,Municipio,4,True,3364.7147777206897,12.961823616289154,3364.7147777206887,15,1,3,70.64,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47001,47,SANTA MARTA,MAGDALENA,Municipio,11,True,649.1729748558986,0.2769623546263526,649.1796033547009,61,2,3,58.73,,,,False,0,,False,True,9,9,0,0,True,78.05,,,,,,False,True,False,True,False,2,medio,50.0
47030,47,ALGARROBO,MAGDALENA,Municipio,1,True,256.0079819704302,0.6307402139953195,256.0079819704302,7,1,2,38.87,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47053,47,ARACATACA,MAGDALENA,Municipio,1,True,66.23513632614583,0.0381006742700304,66.23513632614583,10,1,3,31.62,76.97,24.0,PLOMO POTENCIALMENTE BIODISPONIBLE,True,2,2022.0,True,False,2,2,0,0,True,72.37,,,,,,False,True,True,True,False,3,alto,25.0
47058,47,ARIGUANÍ,MAGDALENA,Municipio,1,True,34.019137134135924,0.0300966444265309,34.019137134135924,10,1,5,31.22,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47161,47,CERRO DE SAN ANTONIO,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47170,47,CHIVOLO,MAGDALENA,Municipio,1,True,0.3623466298336412,0.0006759809164392,0.3623466298336412,5,1,2,28.37,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47189,47,CIÉNAGA,MAGDALENA,Municipio,15,True,2160.5045168753163,1.6252264821159297,2160.5192093317155,98,2,9,71.98,84.34,23.0,MERCURIO TOTAL EN SEDIMENTOS,True,2,2022.0,True,False,8,8,0,0,True,77.3,,,,,,False,True,True,True,False,3,alto,25.0
47205,47,CONCORDIA,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47245,47,EL BANCO,MAGDALENA,Municipio,1,True,79.89457334702809,0.0981744811771957,79.89457334702809,3,1,2,30.82,89.28,30.0,ZINC POTENCIALMENTE BIODISPONIBLE,True,1,2024.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
47258,47,EL PIÑÓN,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47268,47,EL RETÉN,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47288,47,FUNDACIÓN,MAGDALENA,Municipio,4,True,1641.855971663516,1.691642023534785,1641.8559716635164,14,1,5,55.65,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47318,47,GUAMAL,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47460,47,NUEVA GRANADA,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,9,9,0,0,True,78.05,,,,,,False,True,False,True,False,2,medio,50.0
47541,47,PEDRAZA,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47545,47,PIJIÑO DEL CARMEN,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47551,47,PIVIJAY,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47555,47,PLATO,MAGDALENA,Municipio,1,True,6.115241196966264,0.0042000997577413,6.115241196966264,8,1,2,29.69,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47570,47,PUEBLOVIEJO,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47605,47,REMOLINO,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47660,47,SABANAS DE SAN ÁNGEL,MAGDALENA,Municipio,1,True,1993.2795630524893,1.6106520031894993,1993.2795630524893,5,1,2,44.64,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47675,47,SALAMINA,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47692,47,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47703,47,SAN ZENÓN,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47707,47,SANTA ANA,MAGDALENA,Municipio,1,True,217.1966246316618,0.1940628706070863,217.1966246316618,1,1,1,31.25,90.23,29.0,CADMIO POTENCIALMENTE BIODISPONIBLE,True,1,2023.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
47720,47,SANTA BÁRBARA DE PINTO,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47745,47,SITIONUEVO,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47798,47,TENERIFE,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47960,47,ZAPAYÁN,MAGDALENA,Municipio,0,False,0.0,0.0,0.0,0,0,0,12.11,,,,False,0,,False,True,0,0,0,0,False,42.3,,,,,,False,True,False,True,False,2,medio,50.0
47980,47,ZONA BANANERA,MAGDALENA,Municipio,5,True,554.2738900565616,1.2729712838713545,554.2738900565616,16,1,4,55.66,82.0,21.0,PLOMO POTENCIALMENTE BIODISPONIBLE,True,1,2022.0,True,False,1,1,0,0,True,70.59,,,,,,False,True,True,True,False,3,alto,25.0
50001,50,VILLAVICENCIO,META,Municipio,57,True,6064.087495801653,4.723894229836758,6064.330606017714,341,2,17,85.59,81.14,27.0,SOLIDOS TOTALES,True,3,2022.0,True,False,0,0,0,0,False,42.3,,,,,,False,True,True,True,False,3,alto,25.0
